|dates|Brooks_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Brooks_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Brooks_Texas_UnitedStates.Male_Total_Population.data|Brooks_Texas_UnitedStates.Male_Total_Population.missing|Brooks_Texas_UnitedStates.Female_Total_Population.data|Brooks_Texas_UnitedStates.Female_Total_Population.missing|Brooks_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Brooks_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1303.0|0|3595.0|0|3519.0|0|2013.0|0
