|dates|Clinton_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Clinton_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Clinton_NewYork_UnitedStates.Male_Total_Population.data|Clinton_NewYork_UnitedStates.Male_Total_Population.missing|Clinton_NewYork_UnitedStates.Female_Total_Population.data|Clinton_NewYork_UnitedStates.Female_Total_Population.missing|Clinton_NewYork_UnitedStates.MaleAndFemale_Under18_Population.data|Clinton_NewYork_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|13764.0|0|41527.0|0|39168.0|0|14491.0|0
