|dates|Screven_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Screven_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Screven_Georgia_UnitedStates.Male_Total_Population.data|Screven_Georgia_UnitedStates.Male_Total_Population.missing|Screven_Georgia_UnitedStates.Female_Total_Population.data|Screven_Georgia_UnitedStates.Female_Total_Population.missing|Screven_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Screven_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2622.0|0|6902.0|0|7036.0|0|2935.0|0
