|dates|Jackson_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Jackson_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Jackson_Wisconsin_UnitedStates.Male_Total_Population.data|Jackson_Wisconsin_UnitedStates.Male_Total_Population.missing|Jackson_Wisconsin_UnitedStates.Female_Total_Population.data|Jackson_Wisconsin_UnitedStates.Female_Total_Population.missing|Jackson_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.data|Jackson_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3885.0|0|10969.0|0|9509.0|0|4457.0|0
