|dates|Dawson_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Dawson_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Dawson_Texas_UnitedStates.Male_Total_Population.data|Dawson_Texas_UnitedStates.Male_Total_Population.missing|Dawson_Texas_UnitedStates.Female_Total_Population.data|Dawson_Texas_UnitedStates.Female_Total_Population.missing|Dawson_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Dawson_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1884.0|0|6922.0|0|5697.0|0|3230.0|0
