|dates|Lexington_SouthCarolina_UnitedStates.BLS_EmployedPopulation.data|Lexington_SouthCarolina_UnitedStates.BLS_EmployedPopulation.missing|Lexington_SouthCarolina_UnitedStates.BLS_UnemployedPopulation.data|Lexington_SouthCarolina_UnitedStates.BLS_UnemployedPopulation.missing|Lexington_SouthCarolina_UnitedStates.BLS_UnemploymentRate.data|Lexington_SouthCarolina_UnitedStates.BLS_UnemploymentRate.missing|Lexington_SouthCarolina_UnitedStates.BLS_LaborForcePopulation.data|Lexington_SouthCarolina_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|147107.0|0|3555.0|0|2.3595863588695227|0|150662.0|0
0|2020-01-02|147107.0|0|3555.0|0|2.3595863588695227|0|150662.0|0
0|2020-01-03|147107.0|0|3555.0|0|2.3595863588695227|0|150662.0|0
0|2020-01-04|147107.0|0|3555.0|0|2.3595863588695227|0|150662.0|0
0|2020-01-05|147107.0|0|3555.0|0|2.3595863588695227|0|150662.0|0
0|2020-01-06|147107.0|0|3555.0|0|2.3595863588695227|0|150662.0|0
0|2020-01-07|147107.0|0|3555.0|0|2.3595863588695227|0|150662.0|0
0|2020-01-08|147107.0|0|3555.0|0|2.3595863588695227|0|150662.0|0
0|2020-01-09|147107.0|0|3555.0|0|2.3595863588695227|0|150662.0|0
0|2020-01-10|147107.0|0|3555.0|0|2.3595863588695227|0|150662.0|0
0|2020-01-11|147107.0|0|3555.0|0|2.3595863588695227|0|150662.0|0
0|2020-01-12|147107.0|0|3555.0|0|2.3595863588695227|0|150662.0|0
0|2020-01-13|147107.0|0|3555.0|0|2.3595863588695227|0|150662.0|0
0|2020-01-14|147107.0|0|3555.0|0|2.3595863588695227|0|150662.0|0
0|2020-01-15|147107.0|0|3555.0|0|2.3595863588695227|0|150662.0|0
0|2020-01-16|147107.0|0|3555.0|0|2.3595863588695227|0|150662.0|0
0|2020-01-17|147107.0|0|3555.0|0|2.3595863588695227|0|150662.0|0
0|2020-01-18|147107.0|0|3555.0|0|2.3595863588695227|0|150662.0|0
0|2020-01-19|147107.0|0|3555.0|0|2.3595863588695227|0|150662.0|0
0|2020-01-20|147107.0|0|3555.0|0|2.3595863588695227|0|150662.0|0
0|2020-01-21|147107.0|0|3555.0|0|2.3595863588695227|0|150662.0|0
0|2020-01-22|147107.0|0|3555.0|0|2.3595863588695227|0|150662.0|0
0|2020-01-23|147107.0|0|3555.0|0|2.3595863588695227|0|150662.0|0
