|dates|Franklin_Tennessee_UnitedStates.BLS_EmployedPopulation.data|Franklin_Tennessee_UnitedStates.BLS_EmployedPopulation.missing|Franklin_Tennessee_UnitedStates.BLS_UnemployedPopulation.data|Franklin_Tennessee_UnitedStates.BLS_UnemployedPopulation.missing|Franklin_Tennessee_UnitedStates.BLS_UnemploymentRate.data|Franklin_Tennessee_UnitedStates.BLS_UnemploymentRate.missing|Franklin_Tennessee_UnitedStates.BLS_LaborForcePopulation.data|Franklin_Tennessee_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|19473.0|0|833.5|0|4.104597050205599|0|20306.5|0
0|2020-01-02|19473.0|0|833.5|0|4.104597050205599|0|20306.5|0
0|2020-01-03|19473.0|0|833.5|0|4.104597050205599|0|20306.5|0
0|2020-01-04|19473.0|0|833.5|0|4.104597050205599|0|20306.5|0
0|2020-01-05|19473.0|0|833.5|0|4.104597050205599|0|20306.5|0
0|2020-01-06|19473.0|0|833.5|0|4.104597050205599|0|20306.5|0
0|2020-01-07|19473.0|0|833.5|0|4.104597050205599|0|20306.5|0
0|2020-01-08|19473.0|0|833.5|0|4.104597050205599|0|20306.5|0
0|2020-01-09|19473.0|0|833.5|0|4.104597050205599|0|20306.5|0
0|2020-01-10|19473.0|0|833.5|0|4.104597050205599|0|20306.5|0
0|2020-01-11|19473.0|0|833.5|0|4.104597050205599|0|20306.5|0
0|2020-01-12|19473.0|0|833.5|0|4.104597050205599|0|20306.5|0
0|2020-01-13|19473.0|0|833.5|0|4.104597050205599|0|20306.5|0
0|2020-01-14|19473.0|0|833.5|0|4.104597050205599|0|20306.5|0
0|2020-01-15|19473.0|0|833.5|0|4.104597050205599|0|20306.5|0
0|2020-01-16|19473.0|0|833.5|0|4.104597050205599|0|20306.5|0
0|2020-01-17|19473.0|0|833.5|0|4.104597050205599|0|20306.5|0
0|2020-01-18|19473.0|0|833.5|0|4.104597050205599|0|20306.5|0
0|2020-01-19|19473.0|0|833.5|0|4.104597050205599|0|20306.5|0
0|2020-01-20|19473.0|0|833.5|0|4.104597050205599|0|20306.5|0
0|2020-01-21|19473.0|0|833.5|0|4.104597050205599|0|20306.5|0
0|2020-01-22|19473.0|0|833.5|0|4.104597050205599|0|20306.5|0
0|2020-01-23|19473.0|0|833.5|0|4.104597050205599|0|20306.5|0
0|2020-01-24|19473.0|0|833.5|0|4.104597050205599|0|20306.5|0
0|2020-01-25|19473.0|0|833.5|0|4.104597050205599|0|20306.5|0
0|2020-01-26|19473.0|0|833.5|0|4.104597050205599|0|20306.5|0
0|2020-01-27|19473.0|0|833.5|0|4.104597050205599|0|20306.5|0
0|2020-01-28|19473.0|0|833.5|0|4.104597050205599|0|20306.5|0
0|2020-01-29|19473.0|0|833.5|0|4.104597050205599|0|20306.5|0
0|2020-01-30|19473.0|0|833.5|0|4.104597050205599|0|20306.5|0
0|2020-01-31|19473.0|0|833.5|0|4.104597050205599|0|20306.5|0
0|2020-02-01|19722.0|0|851.0|0|4.136489573713119|0|20573.0|0
0|2020-02-02|19722.0|0|851.0|0|4.136489573713119|0|20573.0|0
0|2020-02-03|19722.0|0|851.0|0|4.136489573713119|0|20573.0|0
0|2020-02-04|19722.0|0|851.0|0|4.136489573713119|0|20573.0|0
0|2020-02-05|19722.0|0|851.0|0|4.136489573713119|0|20573.0|0
0|2020-02-06|19722.0|0|851.0|0|4.136489573713119|0|20573.0|0
0|2020-02-07|19722.0|0|851.0|0|4.136489573713119|0|20573.0|0
0|2020-02-08|19722.0|0|851.0|0|4.136489573713119|0|20573.0|0
0|2020-02-09|19722.0|0|851.0|0|4.136489573713119|0|20573.0|0
0|2020-02-10|19722.0|0|851.0|0|4.136489573713119|0|20573.0|0
0|2020-02-11|19722.0|0|851.0|0|4.136489573713119|0|20573.0|0
0|2020-02-12|19722.0|0|851.0|0|4.136489573713119|0|20573.0|0
0|2020-02-13|19722.0|0|851.0|0|4.136489573713119|0|20573.0|0
0|2020-02-14|19722.0|0|851.0|0|4.136489573713119|0|20573.0|0
0|2020-02-15|19722.0|0|851.0|0|4.136489573713119|0|20573.0|0
0|2020-02-16|19722.0|0|851.0|0|4.136489573713119|0|20573.0|0
0|2020-02-17|19722.0|0|851.0|0|4.136489573713119|0|20573.0|0
0|2020-02-18|19722.0|0|851.0|0|4.136489573713119|0|20573.0|0
0|2020-02-19|19722.0|0|851.0|0|4.136489573713119|0|20573.0|0
0|2020-02-20|19722.0|0|851.0|0|4.136489573713119|0|20573.0|0
0|2020-02-21|19722.0|0|851.0|0|4.136489573713119|0|20573.0|0
0|2020-02-22|19722.0|0|851.0|0|4.136489573713119|0|20573.0|0
0|2020-02-23|19722.0|0|851.0|0|4.136489573713119|0|20573.0|0
0|2020-02-24|19722.0|0|851.0|0|4.136489573713119|0|20573.0|0
0|2020-02-25|19722.0|0|851.0|0|4.136489573713119|0|20573.0|0
0|2020-02-26|19722.0|0|851.0|0|4.136489573713119|0|20573.0|0
