|dates|Madison_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Madison_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Madison_Missouri_UnitedStates.Male_Total_Population.data|Madison_Missouri_UnitedStates.Male_Total_Population.missing|Madison_Missouri_UnitedStates.Female_Total_Population.data|Madison_Missouri_UnitedStates.Female_Total_Population.missing|Madison_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Madison_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2330.0|0|5961.0|0|6227.0|0|2820.0|0
