|dates|Marion_SouthCarolina_UnitedStates.BLS_EmployedPopulation.data|Marion_SouthCarolina_UnitedStates.BLS_EmployedPopulation.missing|Marion_SouthCarolina_UnitedStates.BLS_UnemployedPopulation.data|Marion_SouthCarolina_UnitedStates.BLS_UnemployedPopulation.missing|Marion_SouthCarolina_UnitedStates.BLS_UnemploymentRate.data|Marion_SouthCarolina_UnitedStates.BLS_UnemploymentRate.missing|Marion_SouthCarolina_UnitedStates.BLS_LaborForcePopulation.data|Marion_SouthCarolina_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|12228.5|0|570.0|0|4.45364691174747|0|12798.5|0
0|2020-01-02|12228.5|0|570.0|0|4.45364691174747|0|12798.5|0
0|2020-01-03|12228.5|0|570.0|0|4.45364691174747|0|12798.5|0
0|2020-01-04|12228.5|0|570.0|0|4.45364691174747|0|12798.5|0
0|2020-01-05|12228.5|0|570.0|0|4.45364691174747|0|12798.5|0
0|2020-01-06|12228.5|0|570.0|0|4.45364691174747|0|12798.5|0
0|2020-01-07|12228.5|0|570.0|0|4.45364691174747|0|12798.5|0
0|2020-01-08|12228.5|0|570.0|0|4.45364691174747|0|12798.5|0
0|2020-01-09|12228.5|0|570.0|0|4.45364691174747|0|12798.5|0
0|2020-01-10|12228.5|0|570.0|0|4.45364691174747|0|12798.5|0
0|2020-01-11|12228.5|0|570.0|0|4.45364691174747|0|12798.5|0
0|2020-01-12|12228.5|0|570.0|0|4.45364691174747|0|12798.5|0
0|2020-01-13|12228.5|0|570.0|0|4.45364691174747|0|12798.5|0
0|2020-01-14|12228.5|0|570.0|0|4.45364691174747|0|12798.5|0
0|2020-01-15|12228.5|0|570.0|0|4.45364691174747|0|12798.5|0
0|2020-01-16|12228.5|0|570.0|0|4.45364691174747|0|12798.5|0
0|2020-01-17|12228.5|0|570.0|0|4.45364691174747|0|12798.5|0
0|2020-01-18|12228.5|0|570.0|0|4.45364691174747|0|12798.5|0
0|2020-01-19|12228.5|0|570.0|0|4.45364691174747|0|12798.5|0
0|2020-01-20|12228.5|0|570.0|0|4.45364691174747|0|12798.5|0
0|2020-01-21|12228.5|0|570.0|0|4.45364691174747|0|12798.5|0
0|2020-01-22|12228.5|0|570.0|0|4.45364691174747|0|12798.5|0
0|2020-01-23|12228.5|0|570.0|0|4.45364691174747|0|12798.5|0
0|2020-01-24|12228.5|0|570.0|0|4.45364691174747|0|12798.5|0
0|2020-01-25|12228.5|0|570.0|0|4.45364691174747|0|12798.5|0
0|2020-01-26|12228.5|0|570.0|0|4.45364691174747|0|12798.5|0
0|2020-01-27|12228.5|0|570.0|0|4.45364691174747|0|12798.5|0
0|2020-01-28|12228.5|0|570.0|0|4.45364691174747|0|12798.5|0
0|2020-01-29|12228.5|0|570.0|0|4.45364691174747|0|12798.5|0
0|2020-01-30|12228.5|0|570.0|0|4.45364691174747|0|12798.5|0
0|2020-01-31|12228.5|0|570.0|0|4.45364691174747|0|12798.5|0
0|2020-02-01|12262.5|0|578.0|0|4.501382344924263|0|12840.5|0
0|2020-02-02|12262.5|0|578.0|0|4.501382344924263|0|12840.5|0
0|2020-02-03|12262.5|0|578.0|0|4.501382344924263|0|12840.5|0
0|2020-02-04|12262.5|0|578.0|0|4.501382344924263|0|12840.5|0
0|2020-02-05|12262.5|0|578.0|0|4.501382344924263|0|12840.5|0
0|2020-02-06|12262.5|0|578.0|0|4.501382344924263|0|12840.5|0
0|2020-02-07|12262.5|0|578.0|0|4.501382344924263|0|12840.5|0
0|2020-02-08|12262.5|0|578.0|0|4.501382344924263|0|12840.5|0
0|2020-02-09|12262.5|0|578.0|0|4.501382344924263|0|12840.5|0
0|2020-02-10|12262.5|0|578.0|0|4.501382344924263|0|12840.5|0
0|2020-02-11|12262.5|0|578.0|0|4.501382344924263|0|12840.5|0
0|2020-02-12|12262.5|0|578.0|0|4.501382344924263|0|12840.5|0
0|2020-02-13|12262.5|0|578.0|0|4.501382344924263|0|12840.5|0
0|2020-02-14|12262.5|0|578.0|0|4.501382344924263|0|12840.5|0
0|2020-02-15|12262.5|0|578.0|0|4.501382344924263|0|12840.5|0
0|2020-02-16|12262.5|0|578.0|0|4.501382344924263|0|12840.5|0
0|2020-02-17|12262.5|0|578.0|0|4.501382344924263|0|12840.5|0
0|2020-02-18|12262.5|0|578.0|0|4.501382344924263|0|12840.5|0
0|2020-02-19|12262.5|0|578.0|0|4.501382344924263|0|12840.5|0
0|2020-02-20|12262.5|0|578.0|0|4.501382344924263|0|12840.5|0
0|2020-02-21|12262.5|0|578.0|0|4.501382344924263|0|12840.5|0
0|2020-02-22|12262.5|0|578.0|0|4.501382344924263|0|12840.5|0
0|2020-02-23|12262.5|0|578.0|0|4.501382344924263|0|12840.5|0
0|2020-02-24|12262.5|0|578.0|0|4.501382344924263|0|12840.5|0
0|2020-02-25|12262.5|0|578.0|0|4.501382344924263|0|12840.5|0
0|2020-02-26|12262.5|0|578.0|0|4.501382344924263|0|12840.5|0
0|2020-02-27|12262.5|0|578.0|0|4.501382344924263|0|12840.5|0
0|2020-02-28|12262.5|0|578.0|0|4.501382344924263|0|12840.5|0
0|2020-02-29|12262.5|0|578.0|0|4.501382344924263|0|12840.5|0
0|2020-03-01|12264.0|0|589.0|0|4.5825877227106515|0|12853.0|0
0|2020-03-02|12264.0|0|589.0|0|4.5825877227106515|0|12853.0|0
0|2020-03-03|12264.0|0|589.0|0|4.5825877227106515|0|12853.0|0
0|2020-03-04|12264.0|0|589.0|0|4.5825877227106515|0|12853.0|0
0|2020-03-05|12264.0|0|589.0|0|4.5825877227106515|0|12853.0|0
0|2020-03-06|12264.0|0|589.0|0|4.5825877227106515|0|12853.0|0
0|2020-03-07|12264.0|0|589.0|0|4.5825877227106515|0|12853.0|0
0|2020-03-08|12264.0|0|589.0|0|4.5825877227106515|0|12853.0|0
0|2020-03-09|12264.0|0|589.0|0|4.5825877227106515|0|12853.0|0
0|2020-03-10|12264.0|0|589.0|0|4.5825877227106515|0|12853.0|0
0|2020-03-11|12264.0|0|589.0|0|4.5825877227106515|0|12853.0|0
0|2020-03-12|12264.0|0|589.0|0|4.5825877227106515|0|12853.0|0
0|2020-03-13|12264.0|0|589.0|0|4.5825877227106515|0|12853.0|0
0|2020-03-14|12264.0|0|589.0|0|4.5825877227106515|0|12853.0|0
0|2020-03-15|12264.0|0|589.0|0|4.5825877227106515|0|12853.0|0
0|2020-03-16|12264.0|0|589.0|0|4.5825877227106515|0|12853.0|0
0|2020-03-17|12264.0|0|589.0|0|4.5825877227106515|0|12853.0|0
0|2020-03-18|12264.0|0|589.0|0|4.5825877227106515|0|12853.0|0
0|2020-03-19|12264.0|0|589.0|0|4.5825877227106515|0|12853.0|0
0|2020-03-20|12264.0|0|589.0|0|4.5825877227106515|0|12853.0|0
0|2020-03-21|12264.0|0|589.0|0|4.5825877227106515|0|12853.0|0
0|2020-03-22|12264.0|0|589.0|0|4.5825877227106515|0|12853.0|0
0|2020-03-23|12264.0|0|589.0|0|4.5825877227106515|0|12853.0|0
0|2020-03-24|12264.0|0|589.0|0|4.5825877227106515|0|12853.0|0
0|2020-03-25|12264.0|0|589.0|0|4.5825877227106515|0|12853.0|0
0|2020-03-26|12264.0|0|589.0|0|4.5825877227106515|0|12853.0|0
0|2020-03-27|12264.0|0|589.0|0|4.5825877227106515|0|12853.0|0
0|2020-03-28|12264.0|0|589.0|0|4.5825877227106515|0|12853.0|0
0|2020-03-29|12264.0|0|589.0|0|4.5825877227106515|0|12853.0|0
0|2020-03-30|12264.0|0|589.0|0|4.5825877227106515|0|12853.0|0
0|2020-03-31|12264.0|0|589.0|0|4.5825877227106515|0|12853.0|0
0|2020-04-01|11258.5|0|1411.5|0|11.140489344909234|0|12670.0|0
0|2020-04-02|11258.5|0|1411.5|0|11.140489344909234|0|12670.0|0
0|2020-04-03|11258.5|0|1411.5|0|11.140489344909234|0|12670.0|0
