|dates|Sutter_California_UnitedStates.BLS_EmployedPopulation.data|Sutter_California_UnitedStates.BLS_EmployedPopulation.missing|Sutter_California_UnitedStates.BLS_UnemployedPopulation.data|Sutter_California_UnitedStates.BLS_UnemployedPopulation.missing|Sutter_California_UnitedStates.BLS_UnemploymentRate.data|Sutter_California_UnitedStates.BLS_UnemploymentRate.missing|Sutter_California_UnitedStates.BLS_LaborForcePopulation.data|Sutter_California_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|41751.5|0|4095.0|0|8.931979540422933|0|45846.5|0
0|2020-01-02|41751.5|0|4095.0|0|8.931979540422933|0|45846.5|0
0|2020-01-03|41751.5|0|4095.0|0|8.931979540422933|0|45846.5|0
0|2020-01-04|41751.5|0|4095.0|0|8.931979540422933|0|45846.5|0
0|2020-01-05|41751.5|0|4095.0|0|8.931979540422933|0|45846.5|0
0|2020-01-06|41751.5|0|4095.0|0|8.931979540422933|0|45846.5|0
0|2020-01-07|41751.5|0|4095.0|0|8.931979540422933|0|45846.5|0
0|2020-01-08|41751.5|0|4095.0|0|8.931979540422933|0|45846.5|0
0|2020-01-09|41751.5|0|4095.0|0|8.931979540422933|0|45846.5|0
0|2020-01-10|41751.5|0|4095.0|0|8.931979540422933|0|45846.5|0
0|2020-01-11|41751.5|0|4095.0|0|8.931979540422933|0|45846.5|0
0|2020-01-12|41751.5|0|4095.0|0|8.931979540422933|0|45846.5|0
0|2020-01-13|41751.5|0|4095.0|0|8.931979540422933|0|45846.5|0
0|2020-01-14|41751.5|0|4095.0|0|8.931979540422933|0|45846.5|0
0|2020-01-15|41751.5|0|4095.0|0|8.931979540422933|0|45846.5|0
0|2020-01-16|41751.5|0|4095.0|0|8.931979540422933|0|45846.5|0
0|2020-01-17|41751.5|0|4095.0|0|8.931979540422933|0|45846.5|0
0|2020-01-18|41751.5|0|4095.0|0|8.931979540422933|0|45846.5|0
0|2020-01-19|41751.5|0|4095.0|0|8.931979540422933|0|45846.5|0
0|2020-01-20|41751.5|0|4095.0|0|8.931979540422933|0|45846.5|0
0|2020-01-21|41751.5|0|4095.0|0|8.931979540422933|0|45846.5|0
0|2020-01-22|41751.5|0|4095.0|0|8.931979540422933|0|45846.5|0
0|2020-01-23|41751.5|0|4095.0|0|8.931979540422933|0|45846.5|0
0|2020-01-24|41751.5|0|4095.0|0|8.931979540422933|0|45846.5|0
0|2020-01-25|41751.5|0|4095.0|0|8.931979540422933|0|45846.5|0
0|2020-01-26|41751.5|0|4095.0|0|8.931979540422933|0|45846.5|0
0|2020-01-27|41751.5|0|4095.0|0|8.931979540422933|0|45846.5|0
0|2020-01-28|41751.5|0|4095.0|0|8.931979540422933|0|45846.5|0
0|2020-01-29|41751.5|0|4095.0|0|8.931979540422933|0|45846.5|0
0|2020-01-30|41751.5|0|4095.0|0|8.931979540422933|0|45846.5|0
0|2020-01-31|41751.5|0|4095.0|0|8.931979540422933|0|45846.5|0
0|2020-02-01|42080.0|0|4131.5|0|8.94041526459864|0|46211.5|0
0|2020-02-02|42080.0|0|4131.5|0|8.94041526459864|0|46211.5|0
0|2020-02-03|42080.0|0|4131.5|0|8.94041526459864|0|46211.5|0
0|2020-02-04|42080.0|0|4131.5|0|8.94041526459864|0|46211.5|0
0|2020-02-05|42080.0|0|4131.5|0|8.94041526459864|0|46211.5|0
0|2020-02-06|42080.0|0|4131.5|0|8.94041526459864|0|46211.5|0
0|2020-02-07|42080.0|0|4131.5|0|8.94041526459864|0|46211.5|0
0|2020-02-08|42080.0|0|4131.5|0|8.94041526459864|0|46211.5|0
0|2020-02-09|42080.0|0|4131.5|0|8.94041526459864|0|46211.5|0
0|2020-02-10|42080.0|0|4131.5|0|8.94041526459864|0|46211.5|0
0|2020-02-11|42080.0|0|4131.5|0|8.94041526459864|0|46211.5|0
0|2020-02-12|42080.0|0|4131.5|0|8.94041526459864|0|46211.5|0
0|2020-02-13|42080.0|0|4131.5|0|8.94041526459864|0|46211.5|0
0|2020-02-14|42080.0|0|4131.5|0|8.94041526459864|0|46211.5|0
0|2020-02-15|42080.0|0|4131.5|0|8.94041526459864|0|46211.5|0
0|2020-02-16|42080.0|0|4131.5|0|8.94041526459864|0|46211.5|0
0|2020-02-17|42080.0|0|4131.5|0|8.94041526459864|0|46211.5|0
