|dates|Shawnee_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Shawnee_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Shawnee_Kansas_UnitedStates.Male_Total_Population.data|Shawnee_Kansas_UnitedStates.Male_Total_Population.missing|Shawnee_Kansas_UnitedStates.Female_Total_Population.data|Shawnee_Kansas_UnitedStates.Female_Total_Population.missing|Shawnee_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Shawnee_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|32296.0|0|85958.0|0|91541.0|0|41950.0|0
