|dates|Jackson_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Jackson_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Jackson_Missouri_UnitedStates.Male_Total_Population.data|Jackson_Missouri_UnitedStates.Male_Total_Population.missing|Jackson_Missouri_UnitedStates.Female_Total_Population.data|Jackson_Missouri_UnitedStates.Female_Total_Population.missing|Jackson_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Jackson_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|104655.0|0|338751.0|0|361556.0|0|164979.0|0
