|dates|Mercer_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Mercer_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Mercer_Illinois_UnitedStates.Male_Total_Population.data|Mercer_Illinois_UnitedStates.Male_Total_Population.missing|Mercer_Illinois_UnitedStates.Female_Total_Population.data|Mercer_Illinois_UnitedStates.Female_Total_Population.missing|Mercer_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Mercer_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3380.0|0|7792.0|0|7809.0|0|3338.0|0
