|dates|Grand_Utah_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Grand_Utah_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Grand_Utah_UnitedStates.Male_Total_Population.data|Grand_Utah_UnitedStates.Male_Total_Population.missing|Grand_Utah_UnitedStates.Female_Total_Population.data|Grand_Utah_UnitedStates.Female_Total_Population.missing|Grand_Utah_UnitedStates.MaleAndFemale_Under18_Population.data|Grand_Utah_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1817.0|0|4933.0|0|4831.0|0|2090.0|0
