|dates|Wayne_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Wayne_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Wayne_NorthCarolina_UnitedStates.Male_Total_Population.data|Wayne_NorthCarolina_UnitedStates.Male_Total_Population.missing|Wayne_NorthCarolina_UnitedStates.Female_Total_Population.data|Wayne_NorthCarolina_UnitedStates.Female_Total_Population.missing|Wayne_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Wayne_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|20266.0|0|59930.0|0|63318.0|0|29181.0|0
