|dates|Placer_California_UnitedStates.BLS_EmployedPopulation.data|Placer_California_UnitedStates.BLS_EmployedPopulation.missing|Placer_California_UnitedStates.BLS_UnemployedPopulation.data|Placer_California_UnitedStates.BLS_UnemployedPopulation.missing|Placer_California_UnitedStates.BLS_UnemploymentRate.data|Placer_California_UnitedStates.BLS_UnemploymentRate.missing|Placer_California_UnitedStates.BLS_LaborForcePopulation.data|Placer_California_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|182277.5|0|6278.0|0|3.329523668097722|0|188555.5|0
0|2020-01-02|182277.5|0|6278.0|0|3.329523668097722|0|188555.5|0
0|2020-01-03|182277.5|0|6278.0|0|3.329523668097722|0|188555.5|0
0|2020-01-04|182277.5|0|6278.0|0|3.329523668097722|0|188555.5|0
0|2020-01-05|182277.5|0|6278.0|0|3.329523668097722|0|188555.5|0
0|2020-01-06|182277.5|0|6278.0|0|3.329523668097722|0|188555.5|0
0|2020-01-07|182277.5|0|6278.0|0|3.329523668097722|0|188555.5|0
0|2020-01-08|182277.5|0|6278.0|0|3.329523668097722|0|188555.5|0
0|2020-01-09|182277.5|0|6278.0|0|3.329523668097722|0|188555.5|0
0|2020-01-10|182277.5|0|6278.0|0|3.329523668097722|0|188555.5|0
0|2020-01-11|182277.5|0|6278.0|0|3.329523668097722|0|188555.5|0
0|2020-01-12|182277.5|0|6278.0|0|3.329523668097722|0|188555.5|0
0|2020-01-13|182277.5|0|6278.0|0|3.329523668097722|0|188555.5|0
0|2020-01-14|182277.5|0|6278.0|0|3.329523668097722|0|188555.5|0
0|2020-01-15|182277.5|0|6278.0|0|3.329523668097722|0|188555.5|0
0|2020-01-16|182277.5|0|6278.0|0|3.329523668097722|0|188555.5|0
0|2020-01-17|182277.5|0|6278.0|0|3.329523668097722|0|188555.5|0
0|2020-01-18|182277.5|0|6278.0|0|3.329523668097722|0|188555.5|0
0|2020-01-19|182277.5|0|6278.0|0|3.329523668097722|0|188555.5|0
0|2020-01-20|182277.5|0|6278.0|0|3.329523668097722|0|188555.5|0
0|2020-01-21|182277.5|0|6278.0|0|3.329523668097722|0|188555.5|0
0|2020-01-22|182277.5|0|6278.0|0|3.329523668097722|0|188555.5|0
0|2020-01-23|182277.5|0|6278.0|0|3.329523668097722|0|188555.5|0
0|2020-01-24|182277.5|0|6278.0|0|3.329523668097722|0|188555.5|0
0|2020-01-25|182277.5|0|6278.0|0|3.329523668097722|0|188555.5|0
0|2020-01-26|182277.5|0|6278.0|0|3.329523668097722|0|188555.5|0
0|2020-01-27|182277.5|0|6278.0|0|3.329523668097722|0|188555.5|0
0|2020-01-28|182277.5|0|6278.0|0|3.329523668097722|0|188555.5|0
0|2020-01-29|182277.5|0|6278.0|0|3.329523668097722|0|188555.5|0
0|2020-01-30|182277.5|0|6278.0|0|3.329523668097722|0|188555.5|0
0|2020-01-31|182277.5|0|6278.0|0|3.329523668097722|0|188555.5|0
0|2020-02-01|183020.5|0|5978.0|0|3.162988066042852|0|188998.5|0
0|2020-02-02|183020.5|0|5978.0|0|3.162988066042852|0|188998.5|0
0|2020-02-03|183020.5|0|5978.0|0|3.162988066042852|0|188998.5|0
0|2020-02-04|183020.5|0|5978.0|0|3.162988066042852|0|188998.5|0
0|2020-02-05|183020.5|0|5978.0|0|3.162988066042852|0|188998.5|0
0|2020-02-06|183020.5|0|5978.0|0|3.162988066042852|0|188998.5|0
0|2020-02-07|183020.5|0|5978.0|0|3.162988066042852|0|188998.5|0
