|dates|FairfaxCity_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|FairfaxCity_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|FairfaxCity_Virginia_UnitedStates.Male_Total_Population.data|FairfaxCity_Virginia_UnitedStates.Male_Total_Population.missing|FairfaxCity_Virginia_UnitedStates.Female_Total_Population.data|FairfaxCity_Virginia_UnitedStates.Female_Total_Population.missing|FairfaxCity_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|FairfaxCity_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|0.0|100|0.0|100|0.0|100|0.0|100
