|dates|Jackson_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Jackson_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Jackson_Kansas_UnitedStates.Male_Total_Population.data|Jackson_Kansas_UnitedStates.Male_Total_Population.missing|Jackson_Kansas_UnitedStates.Female_Total_Population.data|Jackson_Kansas_UnitedStates.Female_Total_Population.missing|Jackson_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Jackson_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2530.0|0|6644.0|0|6636.0|0|3308.0|0
