|dates|Linn_Oregon_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Linn_Oregon_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Linn_Oregon_UnitedStates.Male_Total_Population.data|Linn_Oregon_UnitedStates.Male_Total_Population.missing|Linn_Oregon_UnitedStates.Female_Total_Population.data|Linn_Oregon_UnitedStates.Female_Total_Population.missing|Linn_Oregon_UnitedStates.MaleAndFemale_Under18_Population.data|Linn_Oregon_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|23671.0|0|62960.0|0|64375.0|0|28679.0|0
