|dates|Osage_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Osage_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Osage_Kansas_UnitedStates.Male_Total_Population.data|Osage_Kansas_UnitedStates.Male_Total_Population.missing|Osage_Kansas_UnitedStates.Female_Total_Population.data|Osage_Kansas_UnitedStates.Female_Total_Population.missing|Osage_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Osage_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3163.0|0|7989.0|0|7952.0|0|3724.0|0
