|dates|Lamb_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lamb_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lamb_Texas_UnitedStates.Male_Total_Population.data|Lamb_Texas_UnitedStates.Male_Total_Population.missing|Lamb_Texas_UnitedStates.Female_Total_Population.data|Lamb_Texas_UnitedStates.Female_Total_Population.missing|Lamb_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Lamb_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2216.0|0|6523.0|0|6635.0|0|3658.0|0
