|dates|Douglas_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Douglas_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Douglas_Minnesota_UnitedStates.Male_Total_Population.data|Douglas_Minnesota_UnitedStates.Male_Total_Population.missing|Douglas_Minnesota_UnitedStates.Female_Total_Population.data|Douglas_Minnesota_UnitedStates.Female_Total_Population.missing|Douglas_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|Douglas_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8651.0|0|18993.0|0|18971.0|0|8182.0|0
