|dates|Suffolk_Massachusetts_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Suffolk_Massachusetts_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Suffolk_Massachusetts_UnitedStates.Male_Total_Population.data|Suffolk_Massachusetts_UnitedStates.Male_Total_Population.missing|Suffolk_Massachusetts_UnitedStates.Female_Total_Population.data|Suffolk_Massachusetts_UnitedStates.Female_Total_Population.missing|Suffolk_Massachusetts_UnitedStates.MaleAndFemale_Under18_Population.data|Suffolk_Massachusetts_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2020-01-01|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-01-02|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-01-03|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-01-04|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-01-05|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-01-06|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-01-07|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-01-08|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-01-09|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-01-10|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-01-11|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-01-12|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-01-13|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-01-14|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-01-15|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-01-16|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-01-17|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-01-18|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-01-19|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-01-20|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-01-21|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-01-22|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-01-23|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-01-24|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-01-25|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-01-26|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-01-27|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-01-28|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-01-29|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-01-30|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-01-31|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-02-01|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-02-02|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-02-03|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-02-04|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-02-05|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-02-06|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-02-07|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-02-08|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-02-09|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-02-10|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-02-11|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-02-12|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-02-13|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-02-14|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-02-15|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-02-16|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-02-17|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-02-18|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-02-19|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-02-20|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-02-21|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-02-22|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-02-23|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-02-24|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-02-25|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-02-26|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-02-27|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-02-28|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-02-29|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-03-01|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-03-02|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-03-03|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-03-04|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-03-05|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-03-06|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-03-07|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-03-08|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-03-09|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-03-10|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-03-11|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-03-12|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-03-13|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-03-14|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-03-15|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-03-16|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-03-17|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-03-18|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-03-19|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-03-20|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-03-21|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-03-22|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-03-23|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-03-24|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-03-25|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-03-26|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-03-27|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-03-28|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-03-29|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-03-30|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-03-31|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-04-01|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-04-02|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-04-03|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-04-04|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-04-05|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-04-06|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-04-07|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-04-08|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-04-09|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-04-10|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-04-11|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-04-12|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-04-13|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-04-14|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-04-15|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-04-16|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-04-17|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-04-18|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-04-19|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-04-20|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-04-21|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-04-22|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-04-23|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-04-24|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-04-25|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-04-26|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-04-27|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-04-28|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-04-29|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-04-30|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-05-01|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-05-02|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-05-03|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-05-04|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-05-05|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-05-06|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-05-07|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-05-08|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-05-09|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-05-10|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-05-11|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-05-12|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-05-13|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-05-14|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-05-15|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-05-16|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-05-17|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-05-18|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-05-19|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-05-20|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-05-21|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-05-22|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-05-23|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-05-24|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-05-25|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2020-05-26|96651.0|0|390083.0|0|417169.0|0|134089.0|0
