|dates|Clark_Nevada_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Clark_Nevada_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Clark_Nevada_UnitedStates.Male_Total_Population.data|Clark_Nevada_UnitedStates.Male_Total_Population.missing|Clark_Nevada_UnitedStates.Female_Total_Population.data|Clark_Nevada_UnitedStates.Female_Total_Population.missing|Clark_Nevada_UnitedStates.MaleAndFemale_Under18_Population.data|Clark_Nevada_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|328692.0|0|1112805.0|0|1118842.0|0|517629.0|0
