|dates|Polk_NorthCarolina_UnitedStates.BLS_EmployedPopulation.data|Polk_NorthCarolina_UnitedStates.BLS_EmployedPopulation.missing|Polk_NorthCarolina_UnitedStates.BLS_UnemployedPopulation.data|Polk_NorthCarolina_UnitedStates.BLS_UnemployedPopulation.missing|Polk_NorthCarolina_UnitedStates.BLS_UnemploymentRate.data|Polk_NorthCarolina_UnitedStates.BLS_UnemploymentRate.missing|Polk_NorthCarolina_UnitedStates.BLS_LaborForcePopulation.data|Polk_NorthCarolina_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|8757.0|0|335.5|0|3.689854275501787|0|9092.5|0
0|2020-01-02|8757.0|0|335.5|0|3.689854275501787|0|9092.5|0
0|2020-01-03|8757.0|0|335.5|0|3.689854275501787|0|9092.5|0
0|2020-01-04|8757.0|0|335.5|0|3.689854275501787|0|9092.5|0
0|2020-01-05|8757.0|0|335.5|0|3.689854275501787|0|9092.5|0
0|2020-01-06|8757.0|0|335.5|0|3.689854275501787|0|9092.5|0
0|2020-01-07|8757.0|0|335.5|0|3.689854275501787|0|9092.5|0
0|2020-01-08|8757.0|0|335.5|0|3.689854275501787|0|9092.5|0
0|2020-01-09|8757.0|0|335.5|0|3.689854275501787|0|9092.5|0
0|2020-01-10|8757.0|0|335.5|0|3.689854275501787|0|9092.5|0
0|2020-01-11|8757.0|0|335.5|0|3.689854275501787|0|9092.5|0
0|2020-01-12|8757.0|0|335.5|0|3.689854275501787|0|9092.5|0
0|2020-01-13|8757.0|0|335.5|0|3.689854275501787|0|9092.5|0
0|2020-01-14|8757.0|0|335.5|0|3.689854275501787|0|9092.5|0
0|2020-01-15|8757.0|0|335.5|0|3.689854275501787|0|9092.5|0
0|2020-01-16|8757.0|0|335.5|0|3.689854275501787|0|9092.5|0
0|2020-01-17|8757.0|0|335.5|0|3.689854275501787|0|9092.5|0
0|2020-01-18|8757.0|0|335.5|0|3.689854275501787|0|9092.5|0
0|2020-01-19|8757.0|0|335.5|0|3.689854275501787|0|9092.5|0
0|2020-01-20|8757.0|0|335.5|0|3.689854275501787|0|9092.5|0
0|2020-01-21|8757.0|0|335.5|0|3.689854275501787|0|9092.5|0
0|2020-01-22|8757.0|0|335.5|0|3.689854275501787|0|9092.5|0
0|2020-01-23|8757.0|0|335.5|0|3.689854275501787|0|9092.5|0
0|2020-01-24|8757.0|0|335.5|0|3.689854275501787|0|9092.5|0
0|2020-01-25|8757.0|0|335.5|0|3.689854275501787|0|9092.5|0
0|2020-01-26|8757.0|0|335.5|0|3.689854275501787|0|9092.5|0
0|2020-01-27|8757.0|0|335.5|0|3.689854275501787|0|9092.5|0
0|2020-01-28|8757.0|0|335.5|0|3.689854275501787|0|9092.5|0
0|2020-01-29|8757.0|0|335.5|0|3.689854275501787|0|9092.5|0
0|2020-01-30|8757.0|0|335.5|0|3.689854275501787|0|9092.5|0
0|2020-01-31|8757.0|0|335.5|0|3.689854275501787|0|9092.5|0
0|2020-02-01|8849.0|0|305.5|0|3.3371565896553608|0|9154.5|0
0|2020-02-02|8849.0|0|305.5|0|3.3371565896553608|0|9154.5|0
0|2020-02-03|8849.0|0|305.5|0|3.3371565896553608|0|9154.5|0
0|2020-02-04|8849.0|0|305.5|0|3.3371565896553608|0|9154.5|0
0|2020-02-05|8849.0|0|305.5|0|3.3371565896553608|0|9154.5|0
0|2020-02-06|8849.0|0|305.5|0|3.3371565896553608|0|9154.5|0
0|2020-02-07|8849.0|0|305.5|0|3.3371565896553608|0|9154.5|0
0|2020-02-08|8849.0|0|305.5|0|3.3371565896553608|0|9154.5|0
0|2020-02-09|8849.0|0|305.5|0|3.3371565896553608|0|9154.5|0
0|2020-02-10|8849.0|0|305.5|0|3.3371565896553608|0|9154.5|0
0|2020-02-11|8849.0|0|305.5|0|3.3371565896553608|0|9154.5|0
0|2020-02-12|8849.0|0|305.5|0|3.3371565896553608|0|9154.5|0
0|2020-02-13|8849.0|0|305.5|0|3.3371565896553608|0|9154.5|0
0|2020-02-14|8849.0|0|305.5|0|3.3371565896553608|0|9154.5|0
0|2020-02-15|8849.0|0|305.5|0|3.3371565896553608|0|9154.5|0
0|2020-02-16|8849.0|0|305.5|0|3.3371565896553608|0|9154.5|0
0|2020-02-17|8849.0|0|305.5|0|3.3371565896553608|0|9154.5|0
0|2020-02-18|8849.0|0|305.5|0|3.3371565896553608|0|9154.5|0
0|2020-02-19|8849.0|0|305.5|0|3.3371565896553608|0|9154.5|0
0|2020-02-20|8849.0|0|305.5|0|3.3371565896553608|0|9154.5|0
0|2020-02-21|8849.0|0|305.5|0|3.3371565896553608|0|9154.5|0
0|2020-02-22|8849.0|0|305.5|0|3.3371565896553608|0|9154.5|0
0|2020-02-23|8849.0|0|305.5|0|3.3371565896553608|0|9154.5|0
0|2020-02-24|8849.0|0|305.5|0|3.3371565896553608|0|9154.5|0
0|2020-02-25|8849.0|0|305.5|0|3.3371565896553608|0|9154.5|0
0|2020-02-26|8849.0|0|305.5|0|3.3371565896553608|0|9154.5|0
0|2020-02-27|8849.0|0|305.5|0|3.3371565896553608|0|9154.5|0
0|2020-02-28|8849.0|0|305.5|0|3.3371565896553608|0|9154.5|0
0|2020-02-29|8849.0|0|305.5|0|3.3371565896553608|0|9154.5|0
0|2020-03-01|8460.0|0|342.0|0|3.885480572597137|0|8802.0|0
0|2020-03-02|8460.0|0|342.0|0|3.885480572597137|0|8802.0|0
0|2020-03-03|8460.0|0|342.0|0|3.885480572597137|0|8802.0|0
0|2020-03-04|8460.0|0|342.0|0|3.885480572597137|0|8802.0|0
0|2020-03-05|8460.0|0|342.0|0|3.885480572597137|0|8802.0|0
0|2020-03-06|8460.0|0|342.0|0|3.885480572597137|0|8802.0|0
0|2020-03-07|8460.0|0|342.0|0|3.885480572597137|0|8802.0|0
0|2020-03-08|8460.0|0|342.0|0|3.885480572597137|0|8802.0|0
0|2020-03-09|8460.0|0|342.0|0|3.885480572597137|0|8802.0|0
0|2020-03-10|8460.0|0|342.0|0|3.885480572597137|0|8802.0|0
0|2020-03-11|8460.0|0|342.0|0|3.885480572597137|0|8802.0|0
0|2020-03-12|8460.0|0|342.0|0|3.885480572597137|0|8802.0|0
0|2020-03-13|8460.0|0|342.0|0|3.885480572597137|0|8802.0|0
0|2020-03-14|8460.0|0|342.0|0|3.885480572597137|0|8802.0|0
0|2020-03-15|8460.0|0|342.0|0|3.885480572597137|0|8802.0|0
0|2020-03-16|8460.0|0|342.0|0|3.885480572597137|0|8802.0|0
0|2020-03-17|8460.0|0|342.0|0|3.885480572597137|0|8802.0|0
0|2020-03-18|8460.0|0|342.0|0|3.885480572597137|0|8802.0|0
0|2020-03-19|8460.0|0|342.0|0|3.885480572597137|0|8802.0|0
0|2020-03-20|8460.0|0|342.0|0|3.885480572597137|0|8802.0|0
0|2020-03-21|8460.0|0|342.0|0|3.885480572597137|0|8802.0|0
0|2020-03-22|8460.0|0|342.0|0|3.885480572597137|0|8802.0|0
0|2020-03-23|8460.0|0|342.0|0|3.885480572597137|0|8802.0|0
0|2020-03-24|8460.0|0|342.0|0|3.885480572597137|0|8802.0|0
0|2020-03-25|8460.0|0|342.0|0|3.885480572597137|0|8802.0|0
0|2020-03-26|8460.0|0|342.0|0|3.885480572597137|0|8802.0|0
0|2020-03-27|8460.0|0|342.0|0|3.885480572597137|0|8802.0|0
0|2020-03-28|8460.0|0|342.0|0|3.885480572597137|0|8802.0|0
0|2020-03-29|8460.0|0|342.0|0|3.885480572597137|0|8802.0|0
0|2020-03-30|8460.0|0|342.0|0|3.885480572597137|0|8802.0|0
0|2020-03-31|8460.0|0|342.0|0|3.885480572597137|0|8802.0|0
0|2020-04-01|7516.0|0|926.5|0|10.974237488895469|0|8442.5|0
0|2020-04-02|7516.0|0|926.5|0|10.974237488895469|0|8442.5|0
0|2020-04-03|7516.0|0|926.5|0|10.974237488895469|0|8442.5|0
0|2020-04-04|7516.0|0|926.5|0|10.974237488895469|0|8442.5|0
0|2020-04-05|7516.0|0|926.5|0|10.974237488895469|0|8442.5|0
0|2020-04-06|7516.0|0|926.5|0|10.974237488895469|0|8442.5|0
0|2020-04-07|7516.0|0|926.5|0|10.974237488895469|0|8442.5|0
0|2020-04-08|7516.0|0|926.5|0|10.974237488895469|0|8442.5|0
0|2020-04-09|7516.0|0|926.5|0|10.974237488895469|0|8442.5|0
0|2020-04-10|7516.0|0|926.5|0|10.974237488895469|0|8442.5|0
0|2020-04-11|7516.0|0|926.5|0|10.974237488895469|0|8442.5|0
0|2020-04-12|7516.0|0|926.5|0|10.974237488895469|0|8442.5|0
0|2020-04-13|7516.0|0|926.5|0|10.974237488895469|0|8442.5|0
0|2020-04-14|7516.0|0|926.5|0|10.974237488895469|0|8442.5|0
0|2020-04-15|7516.0|0|926.5|0|10.974237488895469|0|8442.5|0
0|2020-04-16|7516.0|0|926.5|0|10.974237488895469|0|8442.5|0
0|2020-04-17|7516.0|0|926.5|0|10.974237488895469|0|8442.5|0
0|2020-04-18|7516.0|0|926.5|0|10.974237488895469|0|8442.5|0
0|2020-04-19|7516.0|0|926.5|0|10.974237488895469|0|8442.5|0
0|2020-04-20|7516.0|0|926.5|0|10.974237488895469|0|8442.5|0
0|2020-04-21|7516.0|0|926.5|0|10.974237488895469|0|8442.5|0
0|2020-04-22|7516.0|0|926.5|0|10.974237488895469|0|8442.5|0
0|2020-04-23|7516.0|0|926.5|0|10.974237488895469|0|8442.5|0
0|2020-04-24|7516.0|0|926.5|0|10.974237488895469|0|8442.5|0
0|2020-04-25|7516.0|0|926.5|0|10.974237488895469|0|8442.5|0
0|2020-04-26|7516.0|0|926.5|0|10.974237488895469|0|8442.5|0
0|2020-04-27|7516.0|0|926.5|0|10.974237488895469|0|8442.5|0
0|2020-04-28|7516.0|0|926.5|0|10.974237488895469|0|8442.5|0
0|2020-04-29|7516.0|0|926.5|0|10.974237488895469|0|8442.5|0
0|2020-04-30|7516.0|0|926.5|0|10.974237488895469|0|8442.5|0
