|dates|Gibson_Indiana_UnitedStates.JHU_ConfirmedCases.data|Gibson_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Gibson_Indiana_UnitedStates.NYT_ConfirmedCases.data|Gibson_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Gibson_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Gibson_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Gibson_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Gibson_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|5477.0|0|0.0|100|102.0|0|0.0|100
