|dates|Burnet_Texas_UnitedStates.AveragePrecipitationTotal.data|Burnet_Texas_UnitedStates.AveragePrecipitationTotal.missing|Burnet_Texas_UnitedStates.AveragePrecipitation.data|Burnet_Texas_UnitedStates.AveragePrecipitation.missing|Burnet_Texas_UnitedStates.AverageWindDirection.data|Burnet_Texas_UnitedStates.AverageWindDirection.missing|Burnet_Texas_UnitedStates.AverageWindSpeed.data|Burnet_Texas_UnitedStates.AverageWindSpeed.missing
0|2020-01-01|0.0|0|0.0|0|152.70833333333334|0|6.263888888888888|0
0|2020-01-02|0.0|0|0.0|0|164.375|0|5.5625|0
0|2020-01-03|0.0|0|0.0|0|297.9166666666667|0|9.583333333333334|0
0|2020-01-04|0.0|0|0.0|0|209.58333333333334|0|6.0|0
0|2020-01-05|0.0|0|0.0|0|99.16666666666667|0|4.916666666666667|0
0|2020-01-06|0.0|0|0.0|0|66.25|0|4.291666666666667|0
0|2020-01-07|0.0|0|0.0|0|113.75|0|3.625|0
0|2020-01-08|0.0|0|0.0|0|101.66666666666667|0|7.25|0
0|2020-01-09|0.0|0|0.0|0|171.31944444444443|0|11.548611111111109|0
0|2020-01-10|0.0|0|0.02591666666666667|0|189.56944444444443|0|12.441666666666668|0
0|2020-01-11|0.010555555555555556|0|0.0|0|214.0972222222222|0|9.548611111111112|0
0|2020-01-12|0.0|0|0.0|0|131.66666666666666|0|5.270833333333333|0
0|2020-01-13|0.0|0|0.0|0|155.26388888888889|0|5.3493055555555555|0
0|2020-01-14|0.0|0|0.0|0|146.875|0|4.177083333333333|0
0|2020-01-15|0.0|0|0.0|0|163.57638888888889|0|6.666666666666667|0
0|2020-01-16|0.00020833333333333335|0|0.00551388888888889|0|59.63194444444445|0|8.67361111111111|0
0|2020-01-17|0.0022222222222222222|0|0.002361111111111111|0|178.8888888888889|0|4.013888888888888|0
0|2020-01-18|0.0006666666666666666|0|0.0|0|187.9027777777778|0|9.102083333333333|0
0|2020-01-19|0.0|0|0.0|0|38.333333333333336|0|9.083333333333334|0
0|2020-01-20|0.0|0|0.0|0|38.333333333333336|0|2.5416666666666665|0
0|2020-01-21|0.0|0|0.0|0|115.0|0|6.833333333333333|0
0|2020-01-22|0.00375|0|0.012124999999999999|0|137.81944444444443|0|5.709722222222221|0
0|2020-01-23|0.0033333333333333335|0|0.0|0|234.86805555555557|0|7.859722222222222|0
0|2020-01-24|0.0|0|0.0|0|65.83333333333333|0|1.875|0
0|2020-01-25|0.0|0|0.0|0|112.3263888888889|0|5.729166666666667|0
0|2020-01-26|0.0|0|0.0|0|206.60714285714286|0|5.944940476190477|0
0|2020-01-27|0.0|0|0.0|0|97.6388888888889|0|5.930555555555556|0
0|2020-01-28|0.013958333333333335|0|0.017138888888888888|0|244.90277777777774|0|12.99097222222222|0
0|2020-01-29|0.0|0|0.0|0|204.7222222222222|0|9.98611111111111|0
0|2020-01-30|0.0|0|0.0|0|107.29166666666667|0|5.701388888888888|0
0|2020-01-31|0.0|0|0.0|0|180.41666666666666|0|4.958333333333333|0
0|2020-02-01|0.0|0|0.0|0|147.91666666666666|0|5.875|0
0|2020-02-02|0.0|0|0.0|0|117.5|0|5.291666666666667|0
0|2020-02-03|0.0|0|0.0008333333333333334|0|164.0625|0|7.979166666666667|0
0|2020-02-04|0.0|0|0.0|0|119.2361111111111|0|8.847222222222221|0
0|2020-02-05|0.0|0|0.0|0|336.9444444444444|0|13.138888888888891|0
0|2020-02-06|0.0|0|0.0|0|225.0|0|7.270833333333333|0
0|2020-02-07|0.0|0|0.0|0|34.166666666666664|0|2.25|0
0|2020-02-08|0.0|0|0.0|0|97.63888888888887|0|8.305555555555555|0
0|2020-02-09|0.0|0|0.0|0|158.15277777777777|0|7.788888888888889|0
0|2020-02-10|0.0|0|0.0004166666666666667|0|165.48611111111111|0|8.704861111111112|0
0|2020-02-11|0.005833333333333334|0|0.015|0|96.29861111111113|0|9.359027777777778|0
0|2020-02-12|0.01625|0|0.04943650793650794|0|262.4077380952381|0|7.447420634920635|0
0|2020-02-13|0.005|0|0.0|0|139.16666666666666|0|8.916666666666666|0
0|2020-02-14|0.0|0|0.0|0|52.083333333333336|0|5.416666666666667|0
0|2020-02-15|0.0|0|0.0|0|134.16666666666666|0|5.770833333333333|0
0|2020-02-16|0.0|0|0.0|0|134.16666666666666|0|3.9583333333333335|0
0|2020-02-17|0.0|0|0.0|0|156.38888888888889|0|6.236111111111111|0
0|2020-02-18|0.0|0|0.0029166666666666664|0|183.8888888888889|0|6.548611111111111|0
0|2020-02-19|0.00125|0|0.005694444444444444|0|73.2638888888889|0|7.829861111111111|0
0|2020-02-20|0.0020833333333333333|0|0.0025|0|76.49305555555556|0|11.319444444444443|0
0|2020-02-21|0.00125|0|0.0|0|100.83333333333333|0|4.541666666666667|0
0|2020-02-22|0.0|0|0.0|0|171.25|0|7.041666666666667|0
0|2020-02-23|0.0|0|0.0|0|155.86805555555557|0|6.1944444444444455|0
0|2020-02-24|0.0004166666666666667|0|0.0004166666666666667|0|173.75|0|5.583333333333333|0
0|2020-02-25|0.0|0|0.0|0|205.83333333333334|0|10.166666666666666|0
0|2020-02-26|0.0|0|0.0|0|318.3333333333333|0|13.625|0
0|2020-02-27|0.0|0|0.0|0|92.5|0|3.7083333333333335|0
0|2020-02-28|0.0|0|0.0|0|60.833333333333336|0|2.0416666666666665|0
