|dates|Houston_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Houston_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Houston_Texas_UnitedStates.Male_Total_Population.data|Houston_Texas_UnitedStates.Male_Total_Population.missing|Houston_Texas_UnitedStates.Female_Total_Population.data|Houston_Texas_UnitedStates.Female_Total_Population.missing|Houston_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Houston_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5099.0|0|12385.0|0|10784.0|0|4600.0|0
