|dates|Catawba_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Catawba_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Catawba_NorthCarolina_UnitedStates.Male_Total_Population.data|Catawba_NorthCarolina_UnitedStates.Male_Total_Population.missing|Catawba_NorthCarolina_UnitedStates.Female_Total_Population.data|Catawba_NorthCarolina_UnitedStates.Female_Total_Population.missing|Catawba_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Catawba_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|28337.0|0|77479.0|0|81173.0|0|35043.0|0
