|dates|Kidder_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Kidder_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Kidder_NorthDakota_UnitedStates.Male_Total_Population.data|Kidder_NorthDakota_UnitedStates.Male_Total_Population.missing|Kidder_NorthDakota_UnitedStates.Female_Total_Population.data|Kidder_NorthDakota_UnitedStates.Female_Total_Population.missing|Kidder_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Kidder_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|600.0|0|1268.0|0|1182.0|0|516.0|0
