|dates|Wood_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Wood_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Wood_Ohio_UnitedStates.Male_Total_Population.data|Wood_Ohio_UnitedStates.Male_Total_Population.missing|Wood_Ohio_UnitedStates.Female_Total_Population.data|Wood_Ohio_UnitedStates.Female_Total_Population.missing|Wood_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Wood_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|19998.0|0|64394.0|0|66302.0|0|26642.0|0
