|dates|Elmore_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Elmore_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Elmore_Idaho_UnitedStates.Male_Total_Population.data|Elmore_Idaho_UnitedStates.Male_Total_Population.missing|Elmore_Idaho_UnitedStates.Female_Total_Population.data|Elmore_Idaho_UnitedStates.Female_Total_Population.missing|Elmore_Idaho_UnitedStates.MaleAndFemale_Under18_Population.data|Elmore_Idaho_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3674.0|0|14290.0|0|12969.0|0|6954.0|0
