|dates|Franklin_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Franklin_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Franklin_Idaho_UnitedStates.Male_Total_Population.data|Franklin_Idaho_UnitedStates.Male_Total_Population.missing|Franklin_Idaho_UnitedStates.Female_Total_Population.data|Franklin_Idaho_UnitedStates.Female_Total_Population.missing|Franklin_Idaho_UnitedStates.MaleAndFemale_Under18_Population.data|Franklin_Idaho_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1943.0|0|7022.0|0|6704.0|0|4380.0|0
