|dates|Todd_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Todd_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Todd_SouthDakota_UnitedStates.Male_Total_Population.data|Todd_SouthDakota_UnitedStates.Male_Total_Population.missing|Todd_SouthDakota_UnitedStates.Female_Total_Population.data|Todd_SouthDakota_UnitedStates.Female_Total_Population.missing|Todd_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Todd_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|761.0|0|5004.0|0|5279.0|0|4318.0|0
