|dates|Benton_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Benton_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Benton_Indiana_UnitedStates.Male_Total_Population.data|Benton_Indiana_UnitedStates.Male_Total_Population.missing|Benton_Indiana_UnitedStates.Female_Total_Population.data|Benton_Indiana_UnitedStates.Female_Total_Population.missing|Benton_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Benton_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1543.0|0|4296.0|0|4357.0|0|2145.0|0
