|dates|OutofMA_Massachusetts_UnitedStates.MaleAndFemale_AtLeast65_Population.data|OutofMA_Massachusetts_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|OutofMA_Massachusetts_UnitedStates.Male_Total_Population.data|OutofMA_Massachusetts_UnitedStates.Male_Total_Population.missing|OutofMA_Massachusetts_UnitedStates.Female_Total_Population.data|OutofMA_Massachusetts_UnitedStates.Female_Total_Population.missing|OutofMA_Massachusetts_UnitedStates.MaleAndFemale_Under18_Population.data|OutofMA_Massachusetts_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|0.0|100|0.0|100|0.0|100|0.0|100
