|dates|Edmunds_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Edmunds_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Edmunds_SouthDakota_UnitedStates.Male_Total_Population.data|Edmunds_SouthDakota_UnitedStates.Male_Total_Population.missing|Edmunds_SouthDakota_UnitedStates.Female_Total_Population.data|Edmunds_SouthDakota_UnitedStates.Female_Total_Population.missing|Edmunds_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Edmunds_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|834.0|0|1939.0|0|1936.0|0|926.0|0
