|dates|SanJuan_NewMexico_UnitedStates.MaleAndFemale_AtLeast65_Population.data|SanJuan_NewMexico_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|SanJuan_NewMexico_UnitedStates.Male_Total_Population.data|SanJuan_NewMexico_UnitedStates.Male_Total_Population.missing|SanJuan_NewMexico_UnitedStates.Female_Total_Population.data|SanJuan_NewMexico_UnitedStates.Female_Total_Population.missing|SanJuan_NewMexico_UnitedStates.MaleAndFemale_Under18_Population.data|SanJuan_NewMexico_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|18685.0|0|61898.0|0|63145.0|0|33054.0|0
