|dates|Thomas_Kansas_UnitedStates.BLS_EmployedPopulation.data|Thomas_Kansas_UnitedStates.BLS_EmployedPopulation.missing|Thomas_Kansas_UnitedStates.BLS_UnemployedPopulation.data|Thomas_Kansas_UnitedStates.BLS_UnemployedPopulation.missing|Thomas_Kansas_UnitedStates.BLS_UnemploymentRate.data|Thomas_Kansas_UnitedStates.BLS_UnemploymentRate.missing|Thomas_Kansas_UnitedStates.BLS_LaborForcePopulation.data|Thomas_Kansas_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-02-20|4168.0|0|87.0|0|2.044653349001175|0|4255.0|0
0|2020-02-21|4168.0|0|87.0|0|2.044653349001175|0|4255.0|0
0|2020-02-22|4168.0|0|87.0|0|2.044653349001175|0|4255.0|0
0|2020-02-23|4168.0|0|87.0|0|2.044653349001175|0|4255.0|0
0|2020-02-24|4168.0|0|87.0|0|2.044653349001175|0|4255.0|0
0|2020-02-25|4168.0|0|87.0|0|2.044653349001175|0|4255.0|0
0|2020-02-26|4168.0|0|87.0|0|2.044653349001175|0|4255.0|0
0|2020-02-27|4168.0|0|87.0|0|2.044653349001175|0|4255.0|0
0|2020-02-28|4168.0|0|87.0|0|2.044653349001175|0|4255.0|0
0|2020-02-29|4168.0|0|87.0|0|2.044653349001175|0|4255.0|0
0|2020-03-01|4182.0|0|94.5|0|2.209750964573834|0|4276.5|0
0|2020-03-02|4182.0|0|94.5|0|2.209750964573834|0|4276.5|0
0|2020-03-03|4182.0|0|94.5|0|2.209750964573834|0|4276.5|0
0|2020-03-04|4182.0|0|94.5|0|2.209750964573834|0|4276.5|0
0|2020-03-05|4182.0|0|94.5|0|2.209750964573834|0|4276.5|0
0|2020-03-06|4182.0|0|94.5|0|2.209750964573834|0|4276.5|0
0|2020-03-07|4182.0|0|94.5|0|2.209750964573834|0|4276.5|0
0|2020-03-08|4182.0|0|94.5|0|2.209750964573834|0|4276.5|0
0|2020-03-09|4182.0|0|94.5|0|2.209750964573834|0|4276.5|0
0|2020-03-10|4182.0|0|94.5|0|2.209750964573834|0|4276.5|0
0|2020-03-11|4182.0|0|94.5|0|2.209750964573834|0|4276.5|0
0|2020-03-12|4182.0|0|94.5|0|2.209750964573834|0|4276.5|0
0|2020-03-13|4182.0|0|94.5|0|2.209750964573834|0|4276.5|0
0|2020-03-14|4182.0|0|94.5|0|2.209750964573834|0|4276.5|0
0|2020-03-15|4182.0|0|94.5|0|2.209750964573834|0|4276.5|0
0|2020-03-16|4182.0|0|94.5|0|2.209750964573834|0|4276.5|0
0|2020-03-17|4182.0|0|94.5|0|2.209750964573834|0|4276.5|0
0|2020-03-18|4182.0|0|94.5|0|2.209750964573834|0|4276.5|0
0|2020-03-19|4182.0|0|94.5|0|2.209750964573834|0|4276.5|0
0|2020-03-20|4182.0|0|94.5|0|2.209750964573834|0|4276.5|0
0|2020-03-21|4182.0|0|94.5|0|2.209750964573834|0|4276.5|0
0|2020-03-22|4182.0|0|94.5|0|2.209750964573834|0|4276.5|0
0|2020-03-23|4182.0|0|94.5|0|2.209750964573834|0|4276.5|0
0|2020-03-24|4182.0|0|94.5|0|2.209750964573834|0|4276.5|0
0|2020-03-25|4182.0|0|94.5|0|2.209750964573834|0|4276.5|0
0|2020-03-26|4182.0|0|94.5|0|2.209750964573834|0|4276.5|0
0|2020-03-27|4182.0|0|94.5|0|2.209750964573834|0|4276.5|0
0|2020-03-28|4182.0|0|94.5|0|2.209750964573834|0|4276.5|0
0|2020-03-29|4182.0|0|94.5|0|2.209750964573834|0|4276.5|0
0|2020-03-30|4182.0|0|94.5|0|2.209750964573834|0|4276.5|0
0|2020-03-31|4182.0|0|94.5|0|2.209750964573834|0|4276.5|0
0|2020-04-01|3785.0|0|175.5|0|4.431258679459664|0|3960.5|0
0|2020-04-02|3785.0|0|175.5|0|4.431258679459664|0|3960.5|0
0|2020-04-03|3785.0|0|175.5|0|4.431258679459664|0|3960.5|0
0|2020-04-04|3785.0|0|175.5|0|4.431258679459664|0|3960.5|0
0|2020-04-05|3785.0|0|175.5|0|4.431258679459664|0|3960.5|0
0|2020-04-06|3785.0|0|175.5|0|4.431258679459664|0|3960.5|0
0|2020-04-07|3785.0|0|175.5|0|4.431258679459664|0|3960.5|0
0|2020-04-08|3785.0|0|175.5|0|4.431258679459664|0|3960.5|0
0|2020-04-09|3785.0|0|175.5|0|4.431258679459664|0|3960.5|0
0|2020-04-10|3785.0|0|175.5|0|4.431258679459664|0|3960.5|0
0|2020-04-11|3785.0|0|175.5|0|4.431258679459664|0|3960.5|0
0|2020-04-12|3785.0|0|175.5|0|4.431258679459664|0|3960.5|0
0|2020-04-13|3785.0|0|175.5|0|4.431258679459664|0|3960.5|0
0|2020-04-14|3785.0|0|175.5|0|4.431258679459664|0|3960.5|0
0|2020-04-15|3785.0|0|175.5|0|4.431258679459664|0|3960.5|0
0|2020-04-16|3785.0|0|175.5|0|4.431258679459664|0|3960.5|0
0|2020-04-17|3785.0|0|175.5|0|4.431258679459664|0|3960.5|0
0|2020-04-18|3785.0|0|175.5|0|4.431258679459664|0|3960.5|0
0|2020-04-19|3785.0|0|175.5|0|4.431258679459664|0|3960.5|0
0|2020-04-20|3785.0|0|175.5|0|4.431258679459664|0|3960.5|0
0|2020-04-21|3785.0|0|175.5|0|4.431258679459664|0|3960.5|0
0|2020-04-22|3785.0|0|175.5|0|4.431258679459664|0|3960.5|0
0|2020-04-23|3785.0|0|175.5|0|4.431258679459664|0|3960.5|0
0|2020-04-24|3785.0|0|175.5|0|4.431258679459664|0|3960.5|0
0|2020-04-25|3785.0|0|175.5|0|4.431258679459664|0|3960.5|0
0|2020-04-26|3785.0|0|175.5|0|4.431258679459664|0|3960.5|0
0|2020-04-27|3785.0|0|175.5|0|4.431258679459664|0|3960.5|0
0|2020-04-28|3785.0|0|175.5|0|4.431258679459664|0|3960.5|0
0|2020-04-29|3785.0|0|175.5|0|4.431258679459664|0|3960.5|0
0|2020-04-30|3785.0|0|175.5|0|4.431258679459664|0|3960.5|0
0|2020-05-01|3921.0|0|142.0|0|3.4949544671425055|0|4063.0|0
0|2020-05-02|3921.0|0|142.0|0|3.4949544671425055|0|4063.0|0
0|2020-05-03|3921.0|0|142.0|0|3.4949544671425055|0|4063.0|0
0|2020-05-04|3921.0|0|142.0|0|3.4949544671425055|0|4063.0|0
0|2020-05-05|3921.0|0|142.0|0|3.4949544671425055|0|4063.0|0
0|2020-05-06|3921.0|0|142.0|0|3.4949544671425055|0|4063.0|0
0|2020-05-07|3921.0|0|142.0|0|3.4949544671425055|0|4063.0|0
0|2020-05-08|3921.0|0|142.0|0|3.4949544671425055|0|4063.0|0
0|2020-05-09|3921.0|0|142.0|0|3.4949544671425055|0|4063.0|0
0|2020-05-10|3921.0|0|142.0|0|3.4949544671425055|0|4063.0|0
0|2020-05-11|3921.0|0|142.0|0|3.4949544671425055|0|4063.0|0
0|2020-05-12|3921.0|0|142.0|0|3.4949544671425055|0|4063.0|0
0|2020-05-13|3921.0|0|142.0|0|3.4949544671425055|0|4063.0|0
0|2020-05-14|3921.0|0|142.0|0|3.4949544671425055|0|4063.0|0
0|2020-05-15|3921.0|0|142.0|0|3.4949544671425055|0|4063.0|0
0|2020-05-16|3921.0|0|142.0|0|3.4949544671425055|0|4063.0|0
0|2020-05-17|3921.0|0|142.0|0|3.4949544671425055|0|4063.0|0
0|2020-05-18|3921.0|0|142.0|0|3.4949544671425055|0|4063.0|0
0|2020-05-19|3921.0|0|142.0|0|3.4949544671425055|0|4063.0|0
0|2020-05-20|3921.0|0|142.0|0|3.4949544671425055|0|4063.0|0
0|2020-05-21|3921.0|0|142.0|0|3.4949544671425055|0|4063.0|0
0|2020-05-22|3921.0|0|142.0|0|3.4949544671425055|0|4063.0|0
0|2020-05-23|3921.0|0|142.0|0|3.4949544671425055|0|4063.0|0
0|2020-05-24|3921.0|0|142.0|0|3.4949544671425055|0|4063.0|0
0|2020-05-25|3921.0|0|142.0|0|3.4949544671425055|0|4063.0|0
0|2020-05-26|3921.0|0|142.0|0|3.4949544671425055|0|4063.0|0
0|2020-05-27|3921.0|0|142.0|0|3.4949544671425055|0|4063.0|0
0|2020-05-28|3921.0|0|142.0|0|3.4949544671425055|0|4063.0|0
0|2020-05-29|3921.0|0|142.0|0|3.4949544671425055|0|4063.0|0
0|2020-05-30|3921.0|0|142.0|0|3.4949544671425055|0|4063.0|0
0|2020-05-31|3921.0|0|142.0|0|3.4949544671425055|0|4063.0|0
0|2020-06-01|4085.0|0|124.0|0|2.9460679496317415|0|4209.0|0
0|2020-06-02|4085.0|0|124.0|0|2.9460679496317415|0|4209.0|0
0|2020-06-03|4085.0|0|124.0|0|2.9460679496317415|0|4209.0|0
0|2020-06-04|4085.0|0|124.0|0|2.9460679496317415|0|4209.0|0
0|2020-06-05|4085.0|0|124.0|0|2.9460679496317415|0|4209.0|0
0|2020-06-06|4085.0|0|124.0|0|2.9460679496317415|0|4209.0|0
0|2020-06-07|4085.0|0|124.0|0|2.9460679496317415|0|4209.0|0
0|2020-06-08|4085.0|0|124.0|0|2.9460679496317415|0|4209.0|0
0|2020-06-09|4085.0|0|124.0|0|2.9460679496317415|0|4209.0|0
0|2020-06-10|4085.0|0|124.0|0|2.9460679496317415|0|4209.0|0
0|2020-06-11|4085.0|0|124.0|0|2.9460679496317415|0|4209.0|0
0|2020-06-12|4085.0|0|124.0|0|2.9460679496317415|0|4209.0|0
0|2020-06-13|4085.0|0|124.0|0|2.9460679496317415|0|4209.0|0
0|2020-06-14|4085.0|0|124.0|0|2.9460679496317415|0|4209.0|0
0|2020-06-15|4085.0|0|124.0|0|2.9460679496317415|0|4209.0|0
0|2020-06-16|4085.0|0|124.0|0|2.9460679496317415|0|4209.0|0
0|2020-06-17|4085.0|0|124.0|0|2.9460679496317415|0|4209.0|0
0|2020-06-18|4085.0|0|124.0|0|2.9460679496317415|0|4209.0|0
0|2020-06-19|4085.0|0|124.0|0|2.9460679496317415|0|4209.0|0
0|2020-06-20|4085.0|0|124.0|0|2.9460679496317415|0|4209.0|0
0|2020-06-21|4085.0|0|124.0|0|2.9460679496317415|0|4209.0|0
0|2020-06-22|4085.0|0|124.0|0|2.9460679496317415|0|4209.0|0
0|2020-06-23|4085.0|0|124.0|0|2.9460679496317415|0|4209.0|0
0|2020-06-24|4085.0|0|124.0|0|2.9460679496317415|0|4209.0|0
0|2020-06-25|4085.0|0|124.0|0|2.9460679496317415|0|4209.0|0
0|2020-06-26|4085.0|0|124.0|0|2.9460679496317415|0|4209.0|0
0|2020-06-27|4085.0|0|124.0|0|2.9460679496317415|0|4209.0|0
0|2020-06-28|4085.0|0|124.0|0|2.9460679496317415|0|4209.0|0
0|2020-06-29|4085.0|0|124.0|0|2.9460679496317415|0|4209.0|0
0|2020-06-30|4085.0|0|124.0|0|2.9460679496317415|0|4209.0|0
0|2020-07-01|4076.0|0|153.0|0|3.6178765665641994|0|4229.0|0
0|2020-07-02|4076.0|0|153.0|0|3.6178765665641994|0|4229.0|0
0|2020-07-03|4076.0|0|153.0|0|3.6178765665641994|0|4229.0|0
0|2020-07-04|4076.0|0|153.0|0|3.6178765665641994|0|4229.0|0
0|2020-07-05|4076.0|0|153.0|0|3.6178765665641994|0|4229.0|0
0|2020-07-06|4076.0|0|153.0|0|3.6178765665641994|0|4229.0|0
0|2020-07-07|4076.0|0|153.0|0|3.6178765665641994|0|4229.0|0
0|2020-07-08|4076.0|0|153.0|0|3.6178765665641994|0|4229.0|0
0|2020-07-09|4076.0|0|153.0|0|3.6178765665641994|0|4229.0|0
0|2020-07-10|4076.0|0|153.0|0|3.6178765665641994|0|4229.0|0
0|2020-07-11|4076.0|0|153.0|0|3.6178765665641994|0|4229.0|0
0|2020-07-12|4076.0|0|153.0|0|3.6178765665641994|0|4229.0|0
0|2020-07-13|4076.0|0|153.0|0|3.6178765665641994|0|4229.0|0
0|2020-07-14|4076.0|0|153.0|0|3.6178765665641994|0|4229.0|0
0|2020-07-15|4076.0|0|153.0|0|3.6178765665641994|0|4229.0|0
0|2020-07-16|4076.0|0|153.0|0|3.6178765665641994|0|4229.0|0
0|2020-07-17|4076.0|0|153.0|0|3.6178765665641994|0|4229.0|0
0|2020-07-18|4076.0|0|153.0|0|3.6178765665641994|0|4229.0|0
0|2020-07-19|4076.0|0|153.0|0|3.6178765665641994|0|4229.0|0
0|2020-07-20|4076.0|0|153.0|0|3.6178765665641994|0|4229.0|0
0|2020-07-21|4076.0|0|153.0|0|3.6178765665641994|0|4229.0|0
0|2020-07-22|4076.0|0|153.0|0|3.6178765665641994|0|4229.0|0
0|2020-07-23|4076.0|0|153.0|0|3.6178765665641994|0|4229.0|0
0|2020-07-24|4076.0|0|153.0|0|3.6178765665641994|0|4229.0|0
0|2020-07-25|4076.0|0|153.0|0|3.6178765665641994|0|4229.0|0
0|2020-07-26|4076.0|0|153.0|0|3.6178765665641994|0|4229.0|0
0|2020-07-27|4076.0|0|153.0|0|3.6178765665641994|0|4229.0|0
0|2020-07-28|4076.0|0|153.0|0|3.6178765665641994|0|4229.0|0
0|2020-07-29|4076.0|0|153.0|0|3.6178765665641994|0|4229.0|0
0|2020-07-30|4076.0|0|153.0|0|3.6178765665641994|0|4229.0|0
0|2020-07-31|4076.0|0|153.0|0|3.6178765665641994|0|4229.0|0
0|2020-08-01|4155.0|0|130.0|0|3.0338389731621938|0|4285.0|0
0|2020-08-02|4155.0|0|130.0|0|3.0338389731621938|0|4285.0|0
0|2020-08-03|4155.0|0|130.0|0|3.0338389731621938|0|4285.0|0
0|2020-08-04|4155.0|0|130.0|0|3.0338389731621938|0|4285.0|0
0|2020-08-05|4155.0|0|130.0|0|3.0338389731621938|0|4285.0|0
0|2020-08-06|4155.0|0|130.0|0|3.0338389731621938|0|4285.0|0
0|2020-08-07|4155.0|0|130.0|0|3.0338389731621938|0|4285.0|0
0|2020-08-08|4155.0|0|130.0|0|3.0338389731621938|0|4285.0|0
0|2020-08-09|4155.0|0|130.0|0|3.0338389731621938|0|4285.0|0
0|2020-08-10|4155.0|0|130.0|0|3.0338389731621938|0|4285.0|0
0|2020-08-11|4155.0|0|130.0|0|3.0338389731621938|0|4285.0|0
0|2020-08-12|4155.0|0|130.0|0|3.0338389731621938|0|4285.0|0
0|2020-08-13|4155.0|0|130.0|0|3.0338389731621938|0|4285.0|0
0|2020-08-14|4155.0|0|130.0|0|3.0338389731621938|0|4285.0|0
0|2020-08-15|4155.0|0|130.0|0|3.0338389731621938|0|4285.0|0
0|2020-08-16|4155.0|0|130.0|0|3.0338389731621938|0|4285.0|0
0|2020-08-17|4155.0|0|130.0|0|3.0338389731621938|0|4285.0|0
0|2020-08-18|4155.0|0|130.0|0|3.0338389731621938|0|4285.0|0
0|2020-08-19|4155.0|0|130.0|0|3.0338389731621938|0|4285.0|0
0|2020-08-20|4155.0|0|130.0|0|3.0338389731621938|0|4285.0|0
0|2020-08-21|4155.0|0|130.0|0|3.0338389731621938|0|4285.0|0
0|2020-08-22|4155.0|0|130.0|0|3.0338389731621938|0|4285.0|0
0|2020-08-23|4155.0|0|130.0|0|3.0338389731621938|0|4285.0|0
0|2020-08-24|4155.0|0|130.0|0|3.0338389731621938|0|4285.0|0
0|2020-08-25|4155.0|0|130.0|0|3.0338389731621938|0|4285.0|0
0|2020-08-26|4155.0|0|130.0|0|3.0338389731621938|0|4285.0|0
0|2020-08-27|4155.0|0|130.0|0|3.0338389731621938|0|4285.0|0
0|2020-08-28|4155.0|0|130.0|0|3.0338389731621938|0|4285.0|0
0|2020-08-29|4155.0|0|130.0|0|3.0338389731621938|0|4285.0|0
0|2020-08-30|4155.0|0|130.0|0|3.0338389731621938|0|4285.0|0
0|2020-08-31|4155.0|0|130.0|0|3.0338389731621938|0|4285.0|0
0|2020-09-01|4074.0|0|113.0|0|2.6988297110102697|0|4187.0|0
0|2020-09-02|4074.0|0|113.0|0|2.6988297110102697|0|4187.0|0
0|2020-09-03|4074.0|0|113.0|0|2.6988297110102697|0|4187.0|0
0|2020-09-04|4074.0|0|113.0|0|2.6988297110102697|0|4187.0|0
0|2020-09-05|4074.0|0|113.0|0|2.6988297110102697|0|4187.0|0
0|2020-09-06|4074.0|0|113.0|0|2.6988297110102697|0|4187.0|0
0|2020-09-07|4074.0|0|113.0|0|2.6988297110102697|0|4187.0|0
0|2020-09-08|4074.0|0|113.0|0|2.6988297110102697|0|4187.0|0
0|2020-09-09|4074.0|0|113.0|0|2.6988297110102697|0|4187.0|0
0|2020-09-10|4074.0|0|113.0|0|2.6988297110102697|0|4187.0|0
0|2020-09-11|4074.0|0|113.0|0|2.6988297110102697|0|4187.0|0
0|2020-09-12|4074.0|0|113.0|0|2.6988297110102697|0|4187.0|0
0|2020-09-13|4074.0|0|113.0|0|2.6988297110102697|0|4187.0|0
0|2020-09-14|4074.0|0|113.0|0|2.6988297110102697|0|4187.0|0
0|2020-09-15|4074.0|0|113.0|0|2.6988297110102697|0|4187.0|0
0|2020-09-16|4074.0|0|113.0|0|2.6988297110102697|0|4187.0|0
0|2020-09-17|4074.0|0|113.0|0|2.6988297110102697|0|4187.0|0
0|2020-09-18|4074.0|0|113.0|0|2.6988297110102697|0|4187.0|0
0|2020-09-19|4074.0|0|113.0|0|2.6988297110102697|0|4187.0|0
0|2020-09-20|4074.0|0|113.0|0|2.6988297110102697|0|4187.0|0
0|2020-09-21|4074.0|0|113.0|0|2.6988297110102697|0|4187.0|0
0|2020-09-22|4074.0|0|113.0|0|2.6988297110102697|0|4187.0|0
0|2020-09-23|4074.0|0|113.0|0|2.6988297110102697|0|4187.0|0
0|2020-09-24|4074.0|0|113.0|0|2.6988297110102697|0|4187.0|0
0|2020-09-25|4074.0|0|113.0|0|2.6988297110102697|0|4187.0|0
0|2020-09-26|4074.0|0|113.0|0|2.6988297110102697|0|4187.0|0
0|2020-09-27|4074.0|0|113.0|0|2.6988297110102697|0|4187.0|0
0|2020-09-28|4074.0|0|113.0|0|2.6988297110102697|0|4187.0|0
0|2020-09-29|4074.0|0|113.0|0|2.6988297110102697|0|4187.0|0
0|2020-09-30|4074.0|0|113.0|0|2.6988297110102697|0|4187.0|0
0|2020-10-01|4284.0|0|94.0|0|2.1470991320237554|0|4378.0|0
0|2020-10-02|4284.0|0|94.0|0|2.1470991320237554|0|4378.0|0
0|2020-10-03|4284.0|0|94.0|0|2.1470991320237554|0|4378.0|0
0|2020-10-04|4284.0|0|94.0|0|2.1470991320237554|0|4378.0|0
0|2020-10-05|4284.0|0|94.0|0|2.1470991320237554|0|4378.0|0
0|2020-10-06|4284.0|0|94.0|0|2.1470991320237554|0|4378.0|0
0|2020-10-07|4284.0|0|94.0|0|2.1470991320237554|0|4378.0|0
0|2020-10-08|4284.0|0|94.0|0|2.1470991320237554|0|4378.0|0
0|2020-10-09|4284.0|0|94.0|0|2.1470991320237554|0|4378.0|0
0|2020-10-10|4284.0|0|94.0|0|2.1470991320237554|0|4378.0|0
0|2020-10-11|4284.0|0|94.0|0|2.1470991320237554|0|4378.0|0
0|2020-10-12|4284.0|0|94.0|0|2.1470991320237554|0|4378.0|0
0|2020-10-13|4284.0|0|94.0|0|2.1470991320237554|0|4378.0|0
0|2020-10-14|4284.0|0|94.0|0|2.1470991320237554|0|4378.0|0
0|2020-10-15|4284.0|0|94.0|0|2.1470991320237554|0|4378.0|0
0|2020-10-16|4284.0|0|94.0|0|2.1470991320237554|0|4378.0|0
0|2020-10-17|4284.0|0|94.0|0|2.1470991320237554|0|4378.0|0
0|2020-10-18|4284.0|0|94.0|0|2.1470991320237554|0|4378.0|0
0|2020-10-19|4284.0|0|94.0|0|2.1470991320237554|0|4378.0|0
0|2020-10-20|4284.0|0|94.0|0|2.1470991320237554|0|4378.0|0
0|2020-10-21|4284.0|0|94.0|0|2.1470991320237554|0|4378.0|0
0|2020-10-22|4284.0|0|94.0|0|2.1470991320237554|0|4378.0|0
0|2020-10-23|4284.0|0|94.0|0|2.1470991320237554|0|4378.0|0
0|2020-10-24|4284.0|0|94.0|0|2.1470991320237554|0|4378.0|0
0|2020-10-25|4284.0|0|94.0|0|2.1470991320237554|0|4378.0|0
0|2020-10-26|4284.0|0|94.0|0|2.1470991320237554|0|4378.0|0
0|2020-10-27|4284.0|0|94.0|0|2.1470991320237554|0|4378.0|0
0|2020-10-28|4284.0|0|94.0|0|2.1470991320237554|0|4378.0|0
0|2020-10-29|4284.0|0|94.0|0|2.1470991320237554|0|4378.0|0
0|2020-10-30|4284.0|0|94.0|0|2.1470991320237554|0|4378.0|0
0|2020-10-31|4284.0|0|94.0|0|2.1470991320237554|0|4378.0|0
0|2020-11-01|4327.0|0|102.0|0|2.3030029351998196|0|4429.0|0
0|2020-11-02|4327.0|0|102.0|0|2.3030029351998196|0|4429.0|0
0|2020-11-03|4327.0|0|102.0|0|2.3030029351998196|0|4429.0|0
0|2020-11-04|4327.0|0|102.0|0|2.3030029351998196|0|4429.0|0
0|2020-11-05|4327.0|0|102.0|0|2.3030029351998196|0|4429.0|0
0|2020-11-06|4327.0|0|102.0|0|2.3030029351998196|0|4429.0|0
0|2020-11-07|4327.0|0|102.0|0|2.3030029351998196|0|4429.0|0
0|2020-11-08|4327.0|0|102.0|0|2.3030029351998196|0|4429.0|0
0|2020-11-09|4327.0|0|102.0|0|2.3030029351998196|0|4429.0|0
0|2020-11-10|4327.0|0|102.0|0|2.3030029351998196|0|4429.0|0
0|2020-11-11|4327.0|0|102.0|0|2.3030029351998196|0|4429.0|0
0|2020-11-12|4327.0|0|102.0|0|2.3030029351998196|0|4429.0|0
0|2020-11-13|4327.0|0|102.0|0|2.3030029351998196|0|4429.0|0
0|2020-11-14|4327.0|0|102.0|0|2.3030029351998196|0|4429.0|0
0|2020-11-15|4327.0|0|102.0|0|2.3030029351998196|0|4429.0|0
0|2020-11-16|4327.0|0|102.0|0|2.3030029351998196|0|4429.0|0
0|2020-11-17|4327.0|0|102.0|0|2.3030029351998196|0|4429.0|0
0|2020-11-18|4327.0|0|102.0|0|2.3030029351998196|0|4429.0|0
0|2020-11-19|4327.0|0|102.0|0|2.3030029351998196|0|4429.0|0
0|2020-11-20|4327.0|0|102.0|0|2.3030029351998196|0|4429.0|0
0|2020-11-21|4327.0|0|102.0|0|2.3030029351998196|0|4429.0|0
0|2020-11-22|4327.0|0|102.0|0|2.3030029351998196|0|4429.0|0
0|2020-11-23|4327.0|0|102.0|0|2.3030029351998196|0|4429.0|0
0|2020-11-24|4327.0|0|102.0|0|2.3030029351998196|0|4429.0|0
0|2020-11-25|4327.0|0|102.0|0|2.3030029351998196|0|4429.0|0
0|2020-11-26|4327.0|0|102.0|0|2.3030029351998196|0|4429.0|0
0|2020-11-27|4327.0|0|102.0|0|2.3030029351998196|0|4429.0|0
0|2020-11-28|4327.0|0|102.0|0|2.3030029351998196|0|4429.0|0
0|2020-11-29|4327.0|0|102.0|0|2.3030029351998196|0|4429.0|0
0|2020-11-30|4327.0|0|102.0|0|2.3030029351998196|0|4429.0|0
0|2020-12-01|4242.0|0|143.0|0|3.2611174458380843|0|4385.0|0
0|2020-12-02|4242.0|0|143.0|0|3.2611174458380843|0|4385.0|0
0|2020-12-03|4242.0|0|143.0|0|3.2611174458380843|0|4385.0|0
