|dates|Sherman_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Sherman_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Sherman_Kansas_UnitedStates.Male_Total_Population.data|Sherman_Kansas_UnitedStates.Male_Total_Population.missing|Sherman_Kansas_UnitedStates.Female_Total_Population.data|Sherman_Kansas_UnitedStates.Female_Total_Population.missing|Sherman_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Sherman_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1137.0|0|2959.0|0|2940.0|0|1403.0|0
