|dates|Johnson_Wyoming_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Johnson_Wyoming_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Johnson_Wyoming_UnitedStates.Male_Total_Population.data|Johnson_Wyoming_UnitedStates.Male_Total_Population.missing|Johnson_Wyoming_UnitedStates.Female_Total_Population.data|Johnson_Wyoming_UnitedStates.Female_Total_Population.missing|Johnson_Wyoming_UnitedStates.MaleAndFemale_Under18_Population.data|Johnson_Wyoming_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2004.0|0|4265.0|0|4195.0|0|1854.0|0
