|dates|Blanco_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Blanco_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Blanco_Texas_UnitedStates.Male_Total_Population.data|Blanco_Texas_UnitedStates.Male_Total_Population.missing|Blanco_Texas_UnitedStates.Female_Total_Population.data|Blanco_Texas_UnitedStates.Female_Total_Population.missing|Blanco_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Blanco_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2841.0|0|5872.0|0|5830.0|0|2135.0|0
