|dates|Jefferson_Kansas_UnitedStates.BLS_EmployedPopulation.data|Jefferson_Kansas_UnitedStates.BLS_EmployedPopulation.missing|Jefferson_Kansas_UnitedStates.BLS_UnemployedPopulation.data|Jefferson_Kansas_UnitedStates.BLS_UnemployedPopulation.missing|Jefferson_Kansas_UnitedStates.BLS_UnemploymentRate.data|Jefferson_Kansas_UnitedStates.BLS_UnemploymentRate.missing|Jefferson_Kansas_UnitedStates.BLS_LaborForcePopulation.data|Jefferson_Kansas_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|10012.0|0|321.0|0|3.1065518242523953|0|10333.0|0
