|dates|MilleLacs_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|MilleLacs_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|MilleLacs_Minnesota_UnitedStates.Male_Total_Population.data|MilleLacs_Minnesota_UnitedStates.Male_Total_Population.missing|MilleLacs_Minnesota_UnitedStates.Female_Total_Population.data|MilleLacs_Minnesota_UnitedStates.Female_Total_Population.missing|MilleLacs_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|MilleLacs_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4787.0|0|13139.0|0|13000.0|0|6292.0|0
