|dates|White_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|White_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|White_Arkansas_UnitedStates.Male_Total_Population.data|White_Arkansas_UnitedStates.Male_Total_Population.missing|White_Arkansas_UnitedStates.Female_Total_Population.data|White_Arkansas_UnitedStates.Female_Total_Population.missing|White_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.data|White_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|12932.0|0|38321.0|0|40406.0|0|18157.0|0
