|dates|Curry_NewMexico_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Curry_NewMexico_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Curry_NewMexico_UnitedStates.Male_Total_Population.data|Curry_NewMexico_UnitedStates.Male_Total_Population.missing|Curry_NewMexico_UnitedStates.Female_Total_Population.data|Curry_NewMexico_UnitedStates.Female_Total_Population.missing|Curry_NewMexico_UnitedStates.MaleAndFemale_Under18_Population.data|Curry_NewMexico_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6202.0|0|25643.0|0|23794.0|0|12994.0|0
