|dates|Sumner_Tennessee_UnitedStates.BLS_EmployedPopulation.data|Sumner_Tennessee_UnitedStates.BLS_EmployedPopulation.missing|Sumner_Tennessee_UnitedStates.BLS_UnemployedPopulation.data|Sumner_Tennessee_UnitedStates.BLS_UnemployedPopulation.missing|Sumner_Tennessee_UnitedStates.BLS_UnemploymentRate.data|Sumner_Tennessee_UnitedStates.BLS_UnemploymentRate.missing|Sumner_Tennessee_UnitedStates.BLS_LaborForcePopulation.data|Sumner_Tennessee_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|101116.0|0|3095.0|0|2.9699359952404256|0|104211.0|0
0|2020-01-02|101116.0|0|3095.0|0|2.9699359952404256|0|104211.0|0
0|2020-01-03|101116.0|0|3095.0|0|2.9699359952404256|0|104211.0|0
0|2020-01-04|101116.0|0|3095.0|0|2.9699359952404256|0|104211.0|0
0|2020-01-05|101116.0|0|3095.0|0|2.9699359952404256|0|104211.0|0
0|2020-01-06|101116.0|0|3095.0|0|2.9699359952404256|0|104211.0|0
0|2020-01-07|101116.0|0|3095.0|0|2.9699359952404256|0|104211.0|0
0|2020-01-08|101116.0|0|3095.0|0|2.9699359952404256|0|104211.0|0
0|2020-01-09|101116.0|0|3095.0|0|2.9699359952404256|0|104211.0|0
0|2020-01-10|101116.0|0|3095.0|0|2.9699359952404256|0|104211.0|0
0|2020-01-11|101116.0|0|3095.0|0|2.9699359952404256|0|104211.0|0
0|2020-01-12|101116.0|0|3095.0|0|2.9699359952404256|0|104211.0|0
0|2020-01-13|101116.0|0|3095.0|0|2.9699359952404256|0|104211.0|0
0|2020-01-14|101116.0|0|3095.0|0|2.9699359952404256|0|104211.0|0
0|2020-01-15|101116.0|0|3095.0|0|2.9699359952404256|0|104211.0|0
0|2020-01-16|101116.0|0|3095.0|0|2.9699359952404256|0|104211.0|0
0|2020-01-17|101116.0|0|3095.0|0|2.9699359952404256|0|104211.0|0
0|2020-01-18|101116.0|0|3095.0|0|2.9699359952404256|0|104211.0|0
0|2020-01-19|101116.0|0|3095.0|0|2.9699359952404256|0|104211.0|0
0|2020-01-20|101116.0|0|3095.0|0|2.9699359952404256|0|104211.0|0
0|2020-01-21|101116.0|0|3095.0|0|2.9699359952404256|0|104211.0|0
0|2020-01-22|101116.0|0|3095.0|0|2.9699359952404256|0|104211.0|0
0|2020-01-23|101116.0|0|3095.0|0|2.9699359952404256|0|104211.0|0
0|2020-01-24|101116.0|0|3095.0|0|2.9699359952404256|0|104211.0|0
0|2020-01-25|101116.0|0|3095.0|0|2.9699359952404256|0|104211.0|0
0|2020-01-26|101116.0|0|3095.0|0|2.9699359952404256|0|104211.0|0
0|2020-01-27|101116.0|0|3095.0|0|2.9699359952404256|0|104211.0|0
0|2020-01-28|101116.0|0|3095.0|0|2.9699359952404256|0|104211.0|0
0|2020-01-29|101116.0|0|3095.0|0|2.9699359952404256|0|104211.0|0
0|2020-01-30|101116.0|0|3095.0|0|2.9699359952404256|0|104211.0|0
0|2020-01-31|101116.0|0|3095.0|0|2.9699359952404256|0|104211.0|0
0|2020-02-01|101617.0|0|3091.5|0|2.952482367716088|0|104708.5|0
0|2020-02-02|101617.0|0|3091.5|0|2.952482367716088|0|104708.5|0
0|2020-02-03|101617.0|0|3091.5|0|2.952482367716088|0|104708.5|0
0|2020-02-04|101617.0|0|3091.5|0|2.952482367716088|0|104708.5|0
0|2020-02-05|101617.0|0|3091.5|0|2.952482367716088|0|104708.5|0
0|2020-02-06|101617.0|0|3091.5|0|2.952482367716088|0|104708.5|0
0|2020-02-07|101617.0|0|3091.5|0|2.952482367716088|0|104708.5|0
0|2020-02-08|101617.0|0|3091.5|0|2.952482367716088|0|104708.5|0
0|2020-02-09|101617.0|0|3091.5|0|2.952482367716088|0|104708.5|0
0|2020-02-10|101617.0|0|3091.5|0|2.952482367716088|0|104708.5|0
0|2020-02-11|101617.0|0|3091.5|0|2.952482367716088|0|104708.5|0
0|2020-02-12|101617.0|0|3091.5|0|2.952482367716088|0|104708.5|0
0|2020-02-13|101617.0|0|3091.5|0|2.952482367716088|0|104708.5|0
0|2020-02-14|101617.0|0|3091.5|0|2.952482367716088|0|104708.5|0
0|2020-02-15|101617.0|0|3091.5|0|2.952482367716088|0|104708.5|0
0|2020-02-16|101617.0|0|3091.5|0|2.952482367716088|0|104708.5|0
0|2020-02-17|101617.0|0|3091.5|0|2.952482367716088|0|104708.5|0
0|2020-02-18|101617.0|0|3091.5|0|2.952482367716088|0|104708.5|0
0|2020-02-19|101617.0|0|3091.5|0|2.952482367716088|0|104708.5|0
0|2020-02-20|101617.0|0|3091.5|0|2.952482367716088|0|104708.5|0
0|2020-02-21|101617.0|0|3091.5|0|2.952482367716088|0|104708.5|0
0|2020-02-22|101617.0|0|3091.5|0|2.952482367716088|0|104708.5|0
0|2020-02-23|101617.0|0|3091.5|0|2.952482367716088|0|104708.5|0
0|2020-02-24|101617.0|0|3091.5|0|2.952482367716088|0|104708.5|0
0|2020-02-25|101617.0|0|3091.5|0|2.952482367716088|0|104708.5|0
0|2020-02-26|101617.0|0|3091.5|0|2.952482367716088|0|104708.5|0
0|2020-02-27|101617.0|0|3091.5|0|2.952482367716088|0|104708.5|0
0|2020-02-28|101617.0|0|3091.5|0|2.952482367716088|0|104708.5|0
0|2020-02-29|101617.0|0|3091.5|0|2.952482367716088|0|104708.5|0
0|2020-03-01|101511.0|0|3152.5|0|3.0120338035704903|0|104663.5|0
0|2020-03-02|101511.0|0|3152.5|0|3.0120338035704903|0|104663.5|0
0|2020-03-03|101511.0|0|3152.5|0|3.0120338035704903|0|104663.5|0
0|2020-03-04|101511.0|0|3152.5|0|3.0120338035704903|0|104663.5|0
0|2020-03-05|101511.0|0|3152.5|0|3.0120338035704903|0|104663.5|0
0|2020-03-06|101511.0|0|3152.5|0|3.0120338035704903|0|104663.5|0
0|2020-03-07|101511.0|0|3152.5|0|3.0120338035704903|0|104663.5|0
0|2020-03-08|101511.0|0|3152.5|0|3.0120338035704903|0|104663.5|0
0|2020-03-09|101511.0|0|3152.5|0|3.0120338035704903|0|104663.5|0
