|dates|Brown_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Brown_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Brown_Minnesota_UnitedStates.Male_Total_Population.data|Brown_Minnesota_UnitedStates.Male_Total_Population.missing|Brown_Minnesota_UnitedStates.Female_Total_Population.data|Brown_Minnesota_UnitedStates.Female_Total_Population.missing|Brown_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|Brown_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5243.0|0|12509.0|0|12602.0|0|5494.0|0
