|dates|OutofNE_Nebraska_UnitedStates.BLS_EmployedPopulation.data|OutofNE_Nebraska_UnitedStates.BLS_EmployedPopulation.missing|OutofNE_Nebraska_UnitedStates.BLS_UnemployedPopulation.data|OutofNE_Nebraska_UnitedStates.BLS_UnemployedPopulation.missing|OutofNE_Nebraska_UnitedStates.BLS_UnemploymentRate.data|OutofNE_Nebraska_UnitedStates.BLS_UnemploymentRate.missing|OutofNE_Nebraska_UnitedStates.BLS_LaborForcePopulation.data|OutofNE_Nebraska_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|0.0|100|0.0|100|0.0|100|0.0|100
