|dates|Benton_Oregon_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Benton_Oregon_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Benton_Oregon_UnitedStates.Male_Total_Population.data|Benton_Oregon_UnitedStates.Male_Total_Population.missing|Benton_Oregon_UnitedStates.Female_Total_Population.data|Benton_Oregon_UnitedStates.Female_Total_Population.missing|Benton_Oregon_UnitedStates.MaleAndFemale_Under18_Population.data|Benton_Oregon_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|14945.0|0|46216.0|0|45885.0|0|14968.0|0
