|dates|Hickman_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hickman_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hickman_Kentucky_UnitedStates.Male_Total_Population.data|Hickman_Kentucky_UnitedStates.Male_Total_Population.missing|Hickman_Kentucky_UnitedStates.Female_Total_Population.data|Hickman_Kentucky_UnitedStates.Female_Total_Population.missing|Hickman_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Hickman_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1129.0|0|2084.0|0|2337.0|0|842.0|0
