|dates|Tunica_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Tunica_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Tunica_Mississippi_UnitedStates.Male_Total_Population.data|Tunica_Mississippi_UnitedStates.Male_Total_Population.missing|Tunica_Mississippi_UnitedStates.Female_Total_Population.data|Tunica_Mississippi_UnitedStates.Female_Total_Population.missing|Tunica_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.data|Tunica_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1215.0|0|4650.0|0|5294.0|0|2911.0|0
