|dates|Furnas_Nebraska_UnitedStates.AveragePrecipitationTotal.data|Furnas_Nebraska_UnitedStates.AveragePrecipitationTotal.missing|Furnas_Nebraska_UnitedStates.AveragePrecipitation.data|Furnas_Nebraska_UnitedStates.AveragePrecipitation.missing|Furnas_Nebraska_UnitedStates.AverageWindDirection.data|Furnas_Nebraska_UnitedStates.AverageWindDirection.missing|Furnas_Nebraska_UnitedStates.AverageWindSpeed.data|Furnas_Nebraska_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|12|0.0|12|222.83333333333334|0|6.270833333333333|0
