|dates|Dorchester_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Dorchester_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Dorchester_SouthCarolina_UnitedStates.Male_Total_Population.data|Dorchester_SouthCarolina_UnitedStates.Male_Total_Population.missing|Dorchester_SouthCarolina_UnitedStates.Female_Total_Population.data|Dorchester_SouthCarolina_UnitedStates.Female_Total_Population.missing|Dorchester_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Dorchester_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|22634.0|0|78076.0|0|82571.0|0|39214.0|0
