|dates|Albany_Wyoming_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Albany_Wyoming_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Albany_Wyoming_UnitedStates.Male_Total_Population.data|Albany_Wyoming_UnitedStates.Male_Total_Population.missing|Albany_Wyoming_UnitedStates.Female_Total_Population.data|Albany_Wyoming_UnitedStates.Female_Total_Population.missing|Albany_Wyoming_UnitedStates.MaleAndFemale_Under18_Population.data|Albany_Wyoming_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4530.0|0|20145.0|0|18456.0|0|6287.0|0
