|dates|SanJuan_NewMexico_UnitedStates.AveragePrecipitationTotal.data|SanJuan_NewMexico_UnitedStates.AveragePrecipitationTotal.missing|SanJuan_NewMexico_UnitedStates.AveragePrecipitation.data|SanJuan_NewMexico_UnitedStates.AveragePrecipitation.missing|SanJuan_NewMexico_UnitedStates.AverageWindDirection.data|SanJuan_NewMexico_UnitedStates.AverageWindDirection.missing|SanJuan_NewMexico_UnitedStates.AverageWindSpeed.data|SanJuan_NewMexico_UnitedStates.AverageWindSpeed.missing
0|2020-01-01|0.0|0|0.0011458333333333336|0|89.47916666666667|0|3.923611111111111|0
0|2020-01-02|0.0004166666666666667|0|0.0002777777777777778|0|229.30555555555557|0|9.451388888888888|0
0|2020-01-03|0.0|0|0.0|0|110.83333333333333|0|5.875|0
0|2020-01-04|0.0|0|0.0|0|65.83333333333333|0|5.125|0
0|2020-01-05|0.0|0|0.0|0|104.58333333333333|0|7.333333333333333|0
0|2020-01-06|0.0|0|0.0|0|257.9166666666667|0|9.875|0
0|2020-01-07|0.0|0|0.0|0|75.83333333333333|0|5.916666666666667|0
0|2020-01-08|0.0|0|0.0|0|121.25|0|6.375|0
0|2020-01-09|0.0|0|0.0|0|96.25|0|4.666666666666667|0
0|2020-01-10|0.0|0|0.0|0|227.125|0|11.259722222222223|0
0|2020-01-11|0.0|0|0.0|0|98.75|0|5.625|0
0|2020-01-12|0.0|0|0.0|0|115.83333333333333|0|3.9166666666666665|0
0|2020-01-13|0.0|0|0.0|0|120.41666666666667|0|7.416666666666667|0
0|2020-01-14|0.0|0|0.0|0|89.16666666666667|0|5.916666666666667|0
0|2020-01-15|0.0|0|0.0|0|70.41666666666667|0|7.0|0
0|2020-01-16|0.0|0|0.0034027777777777784|0|100.83333333333333|0|10.430555555555555|0
0|2020-01-17|0.001388888888888889|0|0.0|0|209.30555555555557|0|12.333333333333334|0
0|2020-01-18|0.0|0|0.0|0|132.5|0|3.4166666666666665|0
0|2020-01-19|0.0|0|0.0|0|94.16666666666667|0|3.6666666666666665|0
0|2020-01-20|0.0|0|0.0|0|94.44444444444446|0|6.333333333333333|0
0|2020-01-21|0.0016666666666666668|0|0.011215277777777777|0|75.54067460317461|0|5.109126984126985|0
0|2020-01-22|0.01|0|0.0|0|258.5416666666667|0|13.111111111111112|0
0|2020-01-23|0.0|0|0.0|0|200.83333333333334|0|7.416666666666667|0
0|2020-01-24|0.0|0|0.0|0|128.33333333333334|0|4.75|0
0|2020-01-25|0.0|0|0.0|0|107.08333333333333|0|4.513888888888888|0
0|2020-01-26|0.0|0|0.0|0|88.33333333333333|0|4.583333333333333|0
0|2020-01-27|0.0|0|0.0047083333333333335|0|205.88194444444446|0|13.434027777777777|0
0|2020-01-28|0.006666666666666667|0|0.0|0|177.5|0|8.083333333333334|0
0|2020-01-29|0.0|0|0.0|0|147.5|0|5.291666666666667|0
0|2020-01-30|0.0|0|0.0|0|184.58333333333334|0|10.0|0
0|2020-01-31|0.0|0|0.0|0|207.5|0|8.458333333333334|0
0|2020-02-01|0.0|0|0.0|0|106.25|0|5.041666666666667|0
0|2020-02-02|0.0|0|0.0|0|105.41666666666667|0|6.75|0
0|2020-02-03|0.0|0|0.0|0|217.5|0|14.291666666666666|0
0|2020-02-04|0.0|0|0.0|0|270.0|0|11.958333333333334|0
0|2020-02-05|0.0|0|0.0|0|225.0|0|9.416666666666666|0
0|2020-02-06|0.0|0|0.0|0|250.83333333333334|0|13.083333333333334|0
0|2020-02-07|0.0|0|0.0|0|166.66666666666666|0|7.583333333333333|0
