|dates|Gillespie_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Gillespie_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Gillespie_Texas_UnitedStates.Male_Total_Population.data|Gillespie_Texas_UnitedStates.Male_Total_Population.missing|Gillespie_Texas_UnitedStates.Female_Total_Population.data|Gillespie_Texas_UnitedStates.Female_Total_Population.missing|Gillespie_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Gillespie_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7967.0|0|13054.0|0|13750.0|0|5349.0|0
