|dates|Grant_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Grant_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Grant_Minnesota_UnitedStates.Male_Total_Population.data|Grant_Minnesota_UnitedStates.Male_Total_Population.missing|Grant_Minnesota_UnitedStates.Female_Total_Population.data|Grant_Minnesota_UnitedStates.Female_Total_Population.missing|Grant_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|Grant_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1401.0|0|3023.0|0|2998.0|0|1364.0|0
