|dates|Whiteside_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Whiteside_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Whiteside_Illinois_UnitedStates.Male_Total_Population.data|Whiteside_Illinois_UnitedStates.Male_Total_Population.missing|Whiteside_Illinois_UnitedStates.Female_Total_Population.data|Whiteside_Illinois_UnitedStates.Female_Total_Population.missing|Whiteside_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Whiteside_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|11600.0|0|27568.0|0|28058.0|0|12200.0|0
