|dates|Buffalo_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Buffalo_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Buffalo_SouthDakota_UnitedStates.Male_Total_Population.data|Buffalo_SouthDakota_UnitedStates.Male_Total_Population.missing|Buffalo_SouthDakota_UnitedStates.Female_Total_Population.data|Buffalo_SouthDakota_UnitedStates.Female_Total_Population.missing|Buffalo_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Buffalo_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|160.0|0|1012.0|0|1024.0|0|802.0|0
