|dates|Jackson_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Jackson_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Jackson_Illinois_UnitedStates.Male_Total_Population.data|Jackson_Illinois_UnitedStates.Male_Total_Population.missing|Jackson_Illinois_UnitedStates.Female_Total_Population.data|Jackson_Illinois_UnitedStates.Female_Total_Population.missing|Jackson_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Jackson_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|9017.0|0|28550.0|0|28869.0|0|10473.0|0
