|dates|Irion_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Irion_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Irion_Texas_UnitedStates.Male_Total_Population.data|Irion_Texas_UnitedStates.Male_Total_Population.missing|Irion_Texas_UnitedStates.Female_Total_Population.data|Irion_Texas_UnitedStates.Female_Total_Population.missing|Irion_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Irion_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2020-01-01|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-01-02|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-01-03|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-01-04|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-01-05|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-01-06|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-01-07|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-01-08|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-01-09|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-01-10|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-01-11|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-01-12|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-01-13|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-01-14|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-01-15|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-01-16|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-01-17|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-01-18|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-01-19|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-01-20|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-01-21|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-01-22|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-01-23|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-01-24|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-01-25|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-01-26|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-01-27|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-01-28|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-01-29|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-01-30|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-01-31|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-02-01|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-02-02|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-02-03|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-02-04|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-02-05|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-02-06|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-02-07|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-02-08|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-02-09|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-02-10|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-02-11|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-02-12|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-02-13|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-02-14|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-02-15|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-02-16|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-02-17|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-02-18|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-02-19|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-02-20|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-02-21|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-02-22|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-02-23|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-02-24|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-02-25|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-02-26|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-02-27|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-02-28|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-02-29|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-03-01|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-03-02|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-03-03|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-03-04|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-03-05|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-03-06|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-03-07|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-03-08|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-03-09|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-03-10|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-03-11|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-03-12|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-03-13|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-03-14|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-03-15|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-03-16|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-03-17|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-03-18|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-03-19|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-03-20|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-03-21|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-03-22|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-03-23|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-03-24|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-03-25|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-03-26|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-03-27|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-03-28|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-03-29|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-03-30|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-03-31|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-04-01|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-04-02|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-04-03|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-04-04|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-04-05|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-04-06|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-04-07|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-04-08|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-04-09|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-04-10|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-04-11|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-04-12|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-04-13|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-04-14|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-04-15|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-04-16|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-04-17|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-04-18|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-04-19|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-04-20|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-04-21|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-04-22|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-04-23|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-04-24|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-04-25|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-04-26|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-04-27|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-04-28|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-04-29|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-04-30|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-05-01|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-05-02|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-05-03|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-05-04|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-05-05|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-05-06|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-05-07|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-05-08|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-05-09|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-05-10|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-05-11|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-05-12|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-05-13|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-05-14|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-05-15|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-05-16|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-05-17|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-05-18|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-05-19|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-05-20|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-05-21|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-05-22|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-05-23|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-05-24|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-05-25|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-05-26|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-05-27|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-05-28|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-05-29|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-05-30|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-05-31|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-06-01|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-06-02|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-06-03|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-06-04|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-06-05|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-06-06|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-06-07|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-06-08|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-06-09|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-06-10|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-06-11|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-06-12|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-06-13|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-06-14|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-06-15|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-06-16|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-06-17|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-06-18|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-06-19|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-06-20|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-06-21|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-06-22|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-06-23|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-06-24|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-06-25|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-06-26|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-06-27|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-06-28|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-06-29|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-06-30|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-07-01|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-07-02|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-07-03|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-07-04|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-07-05|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-07-06|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-07-07|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-07-08|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-07-09|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-07-10|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-07-11|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-07-12|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-07-13|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-07-14|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-07-15|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-07-16|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-07-17|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-07-18|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-07-19|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-07-20|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-07-21|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-07-22|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-07-23|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-07-24|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-07-25|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-07-26|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-07-27|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-07-28|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-07-29|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-07-30|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-07-31|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-08-01|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-08-02|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-08-03|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-08-04|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-08-05|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-08-06|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-08-07|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-08-08|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-08-09|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-08-10|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-08-11|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-08-12|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-08-13|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-08-14|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-08-15|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-08-16|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-08-17|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-08-18|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-08-19|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-08-20|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-08-21|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-08-22|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-08-23|327.0|0|781.0|0|741.0|0|335.0|0
