|dates|Irion_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Irion_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Irion_Texas_UnitedStates.Male_Total_Population.data|Irion_Texas_UnitedStates.Male_Total_Population.missing|Irion_Texas_UnitedStates.Female_Total_Population.data|Irion_Texas_UnitedStates.Female_Total_Population.missing|Irion_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Irion_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2020-08-24|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-08-25|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-08-26|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-08-27|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-08-28|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-08-29|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-08-30|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-08-31|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-09-01|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-09-02|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-09-03|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-09-04|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-09-05|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-09-06|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-09-07|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-09-08|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-09-09|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-09-10|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-09-11|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-09-12|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-09-13|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-09-14|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-09-15|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-09-16|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-09-17|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-09-18|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-09-19|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-09-20|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-09-21|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-09-22|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-09-23|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-09-24|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-09-25|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-09-26|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-09-27|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-09-28|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-09-29|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-09-30|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-10-01|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-10-02|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-10-03|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-10-04|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-10-05|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-10-06|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-10-07|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-10-08|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-10-09|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-10-10|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-10-11|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-10-12|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-10-13|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-10-14|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-10-15|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-10-16|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-10-17|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-10-18|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-10-19|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-10-20|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-10-21|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-10-22|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-10-23|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-10-24|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-10-25|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-10-26|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-10-27|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-10-28|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-10-29|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-10-30|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-10-31|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-11-01|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-11-02|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-11-03|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-11-04|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-11-05|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-11-06|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-11-07|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-11-08|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-11-09|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-11-10|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-11-11|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-11-12|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-11-13|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-11-14|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-11-15|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-11-16|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-11-17|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-11-18|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-11-19|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-11-20|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-11-21|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-11-22|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-11-23|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-11-24|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-11-25|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-11-26|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-11-27|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-11-28|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-11-29|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-11-30|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-12-01|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-12-02|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-12-03|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-12-04|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-12-05|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-12-06|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-12-07|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-12-08|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-12-09|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-12-10|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-12-11|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-12-12|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-12-13|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-12-14|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-12-15|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-12-16|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-12-17|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-12-18|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-12-19|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-12-20|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-12-21|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-12-22|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-12-23|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-12-24|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-12-25|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-12-26|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-12-27|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-12-28|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-12-29|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-12-30|327.0|0|781.0|0|741.0|0|335.0|0
0|2020-12-31|327.0|0|781.0|0|741.0|0|335.0|0
0|2021-01-01|327.0|0|781.0|0|741.0|0|335.0|0
0|2021-01-02|327.0|0|781.0|0|741.0|0|335.0|0
0|2021-01-03|327.0|0|781.0|0|741.0|0|335.0|0
0|2021-01-04|327.0|0|781.0|0|741.0|0|335.0|0
0|2021-01-05|327.0|0|781.0|0|741.0|0|335.0|0
0|2021-01-06|327.0|0|781.0|0|741.0|0|335.0|0
0|2021-01-07|327.0|0|781.0|0|741.0|0|335.0|0
0|2021-01-08|327.0|0|781.0|0|741.0|0|335.0|0
0|2021-01-09|327.0|0|781.0|0|741.0|0|335.0|0
0|2021-01-10|327.0|0|781.0|0|741.0|0|335.0|0
0|2021-01-11|327.0|0|781.0|0|741.0|0|335.0|0
0|2021-01-12|327.0|0|781.0|0|741.0|0|335.0|0
0|2021-01-13|327.0|0|781.0|0|741.0|0|335.0|0
0|2021-01-14|327.0|0|781.0|0|741.0|0|335.0|0
0|2021-01-15|327.0|0|781.0|0|741.0|0|335.0|0
0|2021-01-16|327.0|0|781.0|0|741.0|0|335.0|0
0|2021-01-17|327.0|0|781.0|0|741.0|0|335.0|0
0|2021-01-18|327.0|0|781.0|0|741.0|0|335.0|0
0|2021-01-19|327.0|0|781.0|0|741.0|0|335.0|0
0|2021-01-20|327.0|0|781.0|0|741.0|0|335.0|0
0|2021-01-21|327.0|0|781.0|0|741.0|0|335.0|0
0|2021-01-22|327.0|0|781.0|0|741.0|0|335.0|0
0|2021-01-23|327.0|0|781.0|0|741.0|0|335.0|0
0|2021-01-24|327.0|0|781.0|0|741.0|0|335.0|0
0|2021-01-25|327.0|0|781.0|0|741.0|0|335.0|0
0|2021-01-26|327.0|0|781.0|0|741.0|0|335.0|0
0|2021-01-27|327.0|0|781.0|0|741.0|0|335.0|0
0|2021-01-28|327.0|0|781.0|0|741.0|0|335.0|0
0|2021-01-29|327.0|0|781.0|0|741.0|0|335.0|0
0|2021-01-30|327.0|0|781.0|0|741.0|0|335.0|0
0|2021-01-31|327.0|0|781.0|0|741.0|0|335.0|0
0|2021-02-01|327.0|0|781.0|0|741.0|0|335.0|0
0|2021-02-02|327.0|0|781.0|0|741.0|0|335.0|0
0|2021-02-03|327.0|0|781.0|0|741.0|0|335.0|0
0|2021-02-04|327.0|0|781.0|0|741.0|0|335.0|0
0|2021-02-05|327.0|0|781.0|0|741.0|0|335.0|0
0|2021-02-06|327.0|0|781.0|0|741.0|0|335.0|0
0|2021-02-07|327.0|0|781.0|0|741.0|0|335.0|0
0|2021-02-08|327.0|0|781.0|0|741.0|0|335.0|0
0|2021-02-09|327.0|0|781.0|0|741.0|0|335.0|0
0|2021-02-10|327.0|0|781.0|0|741.0|0|335.0|0
0|2021-02-11|327.0|0|781.0|0|741.0|0|335.0|0
0|2021-02-12|327.0|0|781.0|0|741.0|0|335.0|0
