|dates|Unassigned_NewYork_UnitedStates.JHU_ConfirmedCases.data|Unassigned_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Unassigned_NewYork_UnitedStates.NYT_ConfirmedCases.data|Unassigned_NewYork_UnitedStates.NYT_ConfirmedCases.missing|Unassigned_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Unassigned_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Unassigned_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Unassigned_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|108.0|0|0.0|100|29.0|0|0.0|100
